id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
1954,National League,1895,6,Sam Thompson,Home Runs,18,Philadelphia,Top 25
1955,National League,1895,7,Ed Delahanty,On Base Percentage,.500,Philadelphia,Top 25
1956,National League,1895,8,Sam Thompson,RBI,165,Philadelphia,Top 25
1957,National League,1895,9,Billy Hamilton,Runs,166,Philadelphia,Top 25
1958,National League,1895,10,Sam Thompson,Slugging Average,.654,Philadelphia,Top 25
1959,National League,1895,11,Billy Hamilton,Stolen Bases,97,Philadelphia,Top 25
1960,National League,1895,12,Sam Thompson,Total Bases,352,Philadelphia,Top 25
1961,National League,1895,13,Kip Selbach,Triples,22,Washington,Top 25
1962,National League,1896,1,Billy Hamilton,Base on Balls,110,Boston,Top 25
1963,National League,1896,2,Jesse Burkett,Batting Average,.410,Cleveland,Top 25
1964,National League,1896,3,Ed Delahanty,Doubles,44,Philadelphia,Top 25
1965,National League,1896,4,Jesse Burkett,Hits,240,Cleveland,Top 25
1966,National League,1896,5,Ed Delahanty,Home Runs,13,Philadelphia,Top 25
1967,National League,1896,6,Bill Joyce,Home Runs,13,Washington,Top 25
1968,National League,1896,7,Bill Joyce,Home Runs,13,New York,Top 25
1969,National League,1896,8,Billy Hamilton,On Base Percentage,.478,Boston,Top 25
1970,National League,1896,9,Ed Delahanty,RBI,126,Philadelphia,Top 25
1971,National League,1896,10,Jesse Burkett,Runs,160,Cleveland,Top 25
1972,National League,1896,11,Ed Delahanty,Slugging Average,.631,Philadelphia,Top 25
1973,National League,1896,12,Joe Kelley,Stolen Bases,87,Baltimore,Top 25
1974,National League,1896,13,Jesse Burkett,Total Bases,317,Cleveland,Top 25
1975,National League,1896,14,Tom McCreery,Triples,21,Louisville,Top 25
1976,National League,1896,15,George Van Haltren,Triples,21,New York,Top 25
1977,National League,1897,1,Billy Hamilton,Base on Balls,105,Boston,Top 25
1978,National League,1897,2,Willie Keeler,Batting Average,.424,Baltimore,Top 25
1979,National League,1897,3,Jake Stenzel,Doubles,43,Baltimore,Top 25
1980,National League,1897,4,Willie Keeler,Hits,239,Baltimore,Top 25
1981,National League,1897,5,Hugh Duffy,Home Runs,11,Boston,Top 25
1982,National League,1897,6,John McGraw,On Base Percentage,.471,Baltimore,Top 25
1983,National League,1897,7,George Davis,RBI,136,New York,Top 25
1984,National League,1897,8,Billy Hamilton,Runs,152,Boston,Top 25
1985,National League,1897,9,Nap Lajoie,Slugging Average,.569,Philadelphia,Top 25
1986,National League,1897,10,Bill Lange,Stolen Bases,73,Chicago,Top 25
1987,National League,1897,11,Nap Lajoie,Total Bases,310,Philadelphia,Top 25
1988,National League,1897,12,Harry Davis,Triples,28,Pittsburgh,Top 25
1989,National League,1898,1,John McGraw,Base on Balls,112,Baltimore,Top 25
1990,National League,1898,2,Willie Keeler,Batting Average,.385,Baltimore,Top 25
1991,National League,1898,3,Nap Lajoie,Doubles,43,Philadelphia,Top 25
1992,National League,1898,4,Willie Keeler,Hits,216,Baltimore,Top 25
1993,National League,1898,5,Jimmy Collins,Home Runs,15,Boston,Top 25
1994,National League,1898,6,Billy Hamilton,On Base Percentage,.480,Boston,Top 25
1995,National League,1898,7,Nap Lajoie,RBI,127,Philadelphia,Top 25
1996,National League,1898,8,John McGraw,Runs,143,Baltimore,Top 25
1997,National League,1898,9,John Anderson,Slugging Average,.494,Brooklyn,Top 25
1998,National League,1898,10,John Anderson,Slugging Average,.494,Washington,Top 25
1999,National League,1898,11,John Anderson,Slugging Average,.494,Brooklyn,Top 25
2000,National League,1898,12,Ed Delahanty,Stolen Bases,58,Philadelphia,Top 25
2001,National League,1898,13,Jimmy Collins,Total Bases,286,Boston,Top 25
2002,National League,1898,14,John Anderson,Triples,22,Brooklyn,Top 25
2003,National League,1898,15,John Anderson,Triples,22,Washington,Top 25
2004,National League,1898,16,John Anderson,Triples,22,Brooklyn,Top 25
2005,National League,1899,1,John McGraw,Base on Balls,124,Baltimore,Top 25
2006,National League,1899,2,Ed Delahanty,Batting Average,.410,Philadelphia,Top 25
2007,National League,1899,3,Ed Delahanty,Doubles,55,Philadelphia,Top 25
2008,National League,1899,4,Ed Delahanty,Hits,238,Philadelphia,Top 25
2009,National League,1899,5,Buck Freeman,Home Runs,25,Washington,Top 25
2010,National League,1899,6,John McGraw,On Base Percentage,.547,Baltimore,Top 25
2011,National League,1899,7,Ed Delahanty,RBI,137,Philadelphia,Top 25
2012,National League,1899,8,Willie Keeler,Runs,140,Brooklyn,Top 25
2013,National League,1899,9,John McGraw,Runs,140,Baltimore,Top 25
2014,National League,1899,10,Ed Delahanty,Slugging Average,.582,Philadelphia,Top 25
2015,National League,1899,11,Jimmy Sheckard,Stolen Bases,77,Baltimore,Top 25
2016,National League,1899,12,Ed Delahanty,Total Bases,338,Philadelphia,Top 25
2017,National League,1899,13,Jimmy Williams,Triples,27,Pittsburgh,Top 25
2018,National League,1900,1,Roy Thomas,Base on Balls,115,Philadelphia,Top 25
2019,National League,1900,2,Honus Wagner,Batting Average,.381,Pittsburgh,Top 25
2020,National League,1900,3,Honus Wagner,Doubles,45,Pittsburgh,Top 25
2021,National League,1900,4,Willie Keeler,Hits,204,Brooklyn,Top 25
2022,National League,1900,5,Herman Long,Home Runs,12,Boston,Top 25
2023,National League,1900,6,John McGraw,On Base Percentage,.505,St. Louis,Top 25
2024,National League,1900,7,Elmer Flick,RBI,110,Philadelphia,Top 25
2025,National League,1900,8,Roy Thomas,Runs,132,Philadelphia,Top 25
2026,National League,1900,9,Honus Wagner,Slugging Average,.573,Pittsburgh,Top 25
2027,National League,1900,10,Patsy Donovan,Stolen Bases,45,St. Louis,Top 25
2028,National League,1900,11,George Van Haltren,Stolen Bases,45,New York,Top 25
2029,National League,1900,12,Honus Wagner,Total Bases,302,Pittsburgh,Top 25
2030,National League,1900,13,Honus Wagner,Triples,22,Pittsburgh,Top 25
2031,National League,1901,1,Roy Thomas,Base on Balls,100,Philadelphia,Top 25
2032,National League,1901,2,Jesse Burkett,Batting Average,.376,St. Louis,Top 25
2033,National League,1901,3,Tom Daly,Doubles,38,Brooklyn,Top 25
2034,National League,1901,4,Ed Delahanty,Doubles,38,Philadelphia,Top 25
2035,National League,1901,5,Jesse Burkett,Hits,226,St. Louis,Top 25
2036,National League,1901,6,Sam Crawford,Home Runs,16,Cincinnati,Top 25
2037,National League,1901,7,Jesse Burkett,On Base Percentage,.440,St. Louis,Top 25
2038,National League,1901,8,Honus Wagner,RBI,126,Pittsburgh,Top 25
2039,National League,1901,9,Jesse Burkett,Runs,142,St. Louis,Top 25
2040,National League,1901,10,Jimmy Sheckard,Slugging Average,.534,Brooklyn,Top 25
2041,National League,1901,11,Honus Wagner,Stolen Bases,49,Pittsburgh,Top 25
2042,National League,1901,12,Jesse Burkett,Total Bases,306,St. Louis,Top 25
2043,National League,1901,13,Jimmy Sheckard,Triples,19,Brooklyn,Top 25
2044,National League,1902,1,Roy Thomas,Base on Balls,107,Philadelphia,Top 25
2045,National League,1902,2,Ginger Beaumont,Batting Average,.357,Pittsburgh,Top 25
2046,National League,1902,3,Honus Wagner,Doubles,30,Pittsburgh,Top 25
2047,National League,1902,4,Ginger Beaumont,Hits,193,Pittsburgh,Top 25
2048,National League,1902,5,Tommy Leach,Home Runs,6,Pittsburgh,Top 25
2049,National League,1902,6,Roy Thomas,On Base Percentage,.414,Philadelphia,Top 25
2050,National League,1902,7,Honus Wagner,RBI,91,Pittsburgh,Top 25
2051,National League,1902,8,Honus Wagner,Runs,105,Pittsburgh,Top 25
2052,National League,1902,9,Honus Wagner,Slugging Average,.463,Pittsburgh,Top 25
2053,National League,1902,10,Honus Wagner,Stolen Bases,42,Pittsburgh,Top 25
2054,National League,1902,11,Sam Crawford,Total Bases,256,Cincinnati,Top 25
2055,National League,1902,12,Sam Crawford,Triples,22,Cincinnati,Top 25
2056,National League,1902,13,Tommy Leach,Triples,22,Pittsburgh,Top 25
2057,National League,1903,1,Roy Thomas,Base on Balls,107,Philadelphia,Top 25
2058,National League,1903,2,Honus Wagner,Batting Average,.355,Pittsburgh,Top 25
2059,National League,1903,3,Fred Clarke,Doubles,32,Pittsburgh,Top 25
2060,National League,1903,4,Sam Mertes,Doubles,32,New York,Top 25
2061,National League,1903,5,Harry Steinfeldt,Doubles,32,Cincinnati,Top 25
2062,National League,1903,6,Ginger Beaumont,Hits,209,Pittsburgh,Top 25
2063,National League,1903,7,Jimmy Sheckard,Home Runs,9,Brooklyn,Top 25
2064,National League,1903,8,Roy Thomas,On Base Percentage,.453,Philadelphia,Top 25
2065,National League,1903,9,Sam Mertes,RBI,104,New York,Top 25
2066,National League,1903,10,Ginger Beaumont,Runs,137,Pittsburgh,Top 25
2067,National League,1903,11,Fred Clarke,Slugging Average,.532,Pittsburgh,Top 25
2068,National League,1903,12,Frank Chance,Stolen Bases,67,Chicago,Top 25
2069,National League,1903,13,Jimmy Sheckard,Stolen Bases,67,Brooklyn,Top 25
2070,National League,1903,14,Ginger Beaumont,Total Bases,272,Pittsburgh,Top 25
2071,National League,1903,15,Honus Wagner,Triples,19,Pittsburgh,Top 25
2072,National League,1904,1,Roy Thomas,Base on Balls,102,Philadelphia,Top 25
2073,National League,1904,2,Honus Wagner,Batting Average,.349,Pittsburgh,Top 25
2074,National League,1904,3,Honus Wagner,Doubles,44,Pittsburgh,Top 25
2075,National League,1904,4,Ginger Beaumont,Hits,185,Pittsburgh,Top 25
2076,National League,1904,5,Harry Lumley,Home Runs,9,Brooklyn,Top 25
2077,National League,1904,6,Honus Wagner,On Base Percentage,.423,Pittsburgh,Top 25
2078,National League,1904,7,Bill Dahlen,RBI,80,New York,Top 25
2079,National League,1904,8,George Browne,Runs,99,New York,Top 25
2080,National League,1904,9,Honus Wagner,Slugging Average,.520,Pittsburgh,Top 25
2081,National League,1904,10,Honus Wagner,Stolen Bases,53,Pittsburgh,Top 25
2082,National League,1904,11,Honus Wagner,Total Bases,255,Pittsburgh,Top 25
2083,National League,1904,12,Harry Lumley,Triples,18,Brooklyn,Top 25
2084,National League,1905,1,Miller Huggins,Base on Balls,103,Cincinnati,Top 25
2085,National League,1905,2,Cy Seymour,Batting Average,.377,Cincinnati,Top 25
2086,National League,1905,3,Cy Seymour,Doubles,40,Cincinnati,Top 25
2087,National League,1905,4,Cy Seymour,Hits,219,Cincinnati,Top 25
2088,National League,1905,5,Fred Odwell,Home Runs,9,Cincinnati,Top 25
2089,National League,1905,6,Frank Chance,On Base Percentage,.450,Chicago,Top 25
2090,National League,1905,7,Cy Seymour,RBI,121,Cincinnati,Top 25
2091,National League,1905,8,Mike Donlin,Runs,124,New York,Top 25
2092,National League,1905,9,Cy Seymour,Slugging Average,.325,Cincinnati,Top 25
2093,National League,1905,10,Art Devlin,Stolen Bases,59,New York,Top 25
2094,National League,1905,11,Billy Maloney,Stolen Bases,59,Chicago,Top 25
2095,National League,1905,12,Cy Seymour,Total Bases,325,Cincinnati,Top 25
2096,National League,1906,1,Roy Thomas,Base on Balls,107,Philadelphia,Top 25
2097,National League,1906,2,Honus Wagner,Batting Average,.339,Pittsburgh,Top 25
2098,National League,1906,3,Honus Wagner,Doubles,38,Pittsburgh,Top 25
2099,National League,1906,4,Harry Steinfeldt,Hits,176,Chicago,Top 25
2100,National League,1906,5,Tim Jordan,Home Runs,12,Brooklyn,Top 25
2101,National League,1906,6,Roger Bresnahan,On Base Percentage,.419,New York,Top 25
2102,National League,1906,7,Jim Nealon,RBI,83,Pittsburgh,Top 25
2103,National League,1906,8,Harry Steinfeldt,RBI,83,Chicago,Top 25
2104,National League,1906,9,Frank Chance,Runs,103,Chicago,Top 25
2105,National League,1906,10,Honus Wagner,Runs,103,Pittsburgh,Top 25
2106,National League,1906,11,Harry Lumley,Slugging Average,.477,Brooklyn,Top 25
2107,National League,1906,12,Frank Chance,Stolen Bases,57,Chicago,Top 25
2108,National League,1906,13,Honus Wagner,Total Bases,237,Pittsburgh,Top 25
2109,National League,1906,14,Fred Clarke,Triples,13,Pittsburgh,Top 25
2110,National League,1906,15,Frank Schulte,Triples,13,Chicago,Top 25
2111,National League,1907,1,Miller Huggins,Base on Balls,83,Cincinnati,Top 25
2112,National League,1907,2,Roy Thomas,Base on Balls,83,Philadelphia,Top 25
2113,National League,1907,3,Honus Wagner,Batting Average,.350,Pittsburgh,Top 25
2114,National League,1907,4,Honus Wagner,Doubles,38,Pittsburgh,Top 25
2115,National League,1907,5,Ginger Beaumont,Hits,187,Boston,Top 25
2116,National League,1907,6,Dave Brain,Home Runs,10,Boston,Top 25
2117,National League,1907,7,Honus Wagner,On Base Percentage,.408,Pittsburgh,Top 25
2118,National League,1907,8,Sherry Magee,RBI,85,Philadelphia,Top 25
2119,National League,1907,9,Spike Shannon,Runs,104,New York,Top 25
2120,National League,1907,10,Honus Wagner,Slugging Average,.513,Pittsburgh,Top 25
2121,National League,1907,11,Honus Wagner,Stolen Bases,61,Pittsburgh,Top 25
2122,National League,1907,12,Honus Wagner,Total Bases,264,Pittsburgh,Top 25
2123,National League,1907,13,Whitey Alperman,Triples,16,Brooklyn,Top 25
2124,National League,1907,14,John Ganzel,Triples,16,Cincinnati,Top 25
2125,National League,1908,1,Roger Bresnahan,Base on Balls,83,New York,Top 25
2126,National League,1908,2,Honus Wagner,Batting Average,.354,Pittsburgh,Top 25
2127,National League,1908,3,Honus Wagner,Doubles,39,Pittsburgh,Top 25
2128,National League,1908,4,Honus Wagner,Hits,201,Pittsburgh,Top 25
2129,National League,1908,5,Tim Jordan,Home Runs,12,Brooklyn,Top 25
2130,National League,1908,6,Honus Wagner,On Base Percentage,.415,Pittsburgh,Top 25
2131,National League,1908,7,Honus Wagner,RBI,109,Pittsburgh,Top 25
2132,National League,1908,8,Fred Tenney,Runs,101,New York,Top 25
2133,National League,1908,9,Honus Wagner,Slugging Average,.542,Pittsburgh,Top 25
2134,National League,1908,10,Honus Wagner,Stolen Bases,53,Pittsburgh,Top 25
2135,National League,1908,11,Honus Wagner,Total Bases,308,Pittsburgh,Top 25
2136,National League,1908,12,Honus Wagner,Triples,19,Pittsburgh,Top 25
2137,National League,1909,1,Fred Clarke,Base on Balls,80,Pittsburgh,Top 25
2138,National League,1909,2,Honus Wagner,Batting Average,.339,Pittsburgh,Top 25
2139,National League,1909,3,Honus Wagner,Doubles,39,Pittsburgh,Top 25
2140,National League,1909,4,Larry Doyle,Hits,172,New York,Top 25
2141,National League,1909,5,Red Murray,Home Runs,7,New York,Top 25
2142,National League,1909,6,Honus Wagner,On Base Percentage,.420,Pittsburgh,Top 25
2143,National League,1909,7,Honus Wagner,RBI,100,Pittsburgh,Top 25
2144,National League,1909,8,Tommy Leach,Runs,126,Pittsburgh,Top 25
2145,National League,1909,9,Honus Wagner,Slugging Average,.489,Pittsburgh,Top 25
2146,National League,1909,10,Bob Bescher,Stolen Bases,54,Cincinnati,Top 25
2147,National League,1909,11,Honus Wagner,Total Bases,242,Pittsburgh,Top 25
2148,National League,1909,12,Mike Mitchell,Triples,17,Pittsburgh,Top 25
2149,National League,1910,1,Miller Huggins,Base on Balls,116,St. Louis,Top 25
2150,National League,1910,2,Sherry Magee,Batting Average,.331,Philadelphia,Top 25
2151,National League,1910,3,Bobby Byrne,Doubles,43,Pittsburgh,Top 25
2152,National League,1910,4,Bobby Byrne,Hits,178,Pittsburgh,Top 25
2153,National League,1910,5,Honus Wagner,Hits,178,Pittsburgh,Top 25
2154,National League,1910,6,Fred Beck,Home Runs,10,Boston,Top 25
2155,National League,1910,7,Frank Schulte,Home Runs,10,Chicago,Top 25
2156,National League,1910,8,Sherry Magee,On Base Percentage,.445,Philadelphia,Top 25
2157,National League,1910,9,Sherry Magee,RBI,123,Philadelphia,Top 25
2158,National League,1910,10,Sherry Magee,Runs,110,Philadelphia,Top 25
2159,National League,1910,11,Sherry Magee,Slugging Average,.507,Philadelphia,Top 25
2160,National League,1910,12,Bob Bescher,Stolen Bases,70,Cincinnati,Top 25
2161,National League,1910,13,Sherry Magee,Total Bases,263,Philadelphia,Top 25
2162,National League,1910,14,Mike Mitchell,Triples,18,Cincinnati,Top 25
2163,National League,1911,1,Jimmy Sheckard,Base on Balls,147,Chicago,Top 25
2164,National League,1911,2,Honus Wagner,Batting Average,.334,Pittsburgh,Top 25
2165,National League,1911,3,Ed Konetchy,Doubles,38,St. Louis,Top 25
2166,National League,1911,4,Doc Miller,Hits,192,Boston,Top 25
2167,National League,1911,5,Frank Schulte,Home Runs,21,Chicago,Top 25
2168,National League,1911,6,Jimmy Sheckard,On Base Percentage,.434,Chicago,Top 25
2169,National League,1911,7,Frank Schulte,RBI,107,Chicago,Top 25
2170,National League,1911,8,Chief Wilson,RBI,107,Pittsburgh,Top 25
2171,National League,1911,9,Jimmy Sheckard,Runs,121,Chicago,Top 25
2172,National League,1911,10,Frank Schulte,Slugging Average,.534,Chicago,Top 25
2173,National League,1911,11,Bob Bescher,Stolen Bases,81,Cincinnati,Top 25
2174,National League,1911,12,Frank Schulte,Total Bases,308,Chicago,Top 25
2175,National League,1911,13,Larry Doyle,Triples,25,New York,Top 25
2176,National League,1912,1,Jimmy Sheckard,Base on Balls,122,Chicago,Top 25
2177,National League,1912,2,Heinie Zimmerman,Batting Average,.372,Chicago,Top 25
2178,National League,1912,3,Heinie Zimmerman,Doubles,41,Chicago,Top 25
2179,National League,1912,4,Heinie Zimmerman,Hits,207,Chicago,Top 25
2180,National League,1912,5,Heinie Zimmerman,Home Runs,14,Chicago,Top 25
2181,National League,1912,6,Johnny Evers,On Base Percentage,.431,Chicago,Top 25
2182,National League,1912,7,Honus Wagner,RBI,102,Pittsburgh,Top 25
2183,National League,1912,8,Bob Bescher,Runs,120,Cincinnati,Top 25
2184,National League,1912,9,Heinie Zimmerman,Slugging Average,.571,Chicago,Top 25
2185,National League,1912,10,Bob Bescher,Stolen Bases,67,Cincinnati,Top 25
2186,National League,1912,11,Heinie Zimmerman,Total Bases,318,Chicago,Top 25
2187,National League,1912,12,Chief Wilson,Triples,36,Pittsburgh,Top 25
2188,National League,1913,1,Bob Bescher,Base on Balls,94,Cincinnati,Top 25
2189,National League,1913,2,Jake Daubert,Batting Average,.350,Brooklyn,Top 25
2190,National League,1913,3,Red Smith,Doubles,40,Brooklyn,Top 25
2191,National League,1913,4,Gavvy Cravath,Hits,179,Philadelphia,Top 25
2192,National League,1913,5,Gavvy Cravath,Home Runs,19,Philadelphia,Top 25
2193,National League,1913,6,Miller Huggins,On Base Percentage,.432,St. Louis,Top 25
2194,National League,1913,7,Gavvy Cravath,RBI,128,Philadelphia,Top 25
2195,National League,1913,8,Max Carey,Runs,99,Pittsburgh,Top 25
2196,National League,1913,9,Tommy Leach,Runs,99,Chicago,Top 25
2197,National League,1913,10,Gavvy Cravath,Slugging Average,.568,Philadelphia,Top 25
2198,National League,1913,11,Max Carey,Stolen Bases,61,Pittsburgh,Top 25
2199,National League,1913,12,Gavvy Cravath,Total Bases,298,Philadelphia,Top 25
2200,National League,1913,13,Vic Saier,Triples,21,Chicago,Top 25
2201,National League,1914,1,Miller Huggins,Base on Balls,105,St. Louis,Top 25
2202,National League,1914,2,Jake Daubert,Batting Average,.329,Brooklyn,Top 25
2203,National League,1914,3,Sherry Magee,Doubles,39,Philadelphia,Top 25
2204,National League,1914,4,Sherry Magee,Hits,171,Philadelphia,Top 25
2205,National League,1914,5,Gavvy Cravath,Home Runs,19,Philadelphia,Top 25
2206,National League,1914,6,Casey Stengel,On Base Percentage,.404,Brooklyn,Top 25
2207,National League,1914,7,Sherry Magee,RBI,103,Philadelphia,Top 25
2208,National League,1914,8,George Burns,Runs,100,New York,Top 25
2209,National League,1914,9,Sherry Magee,Slugging Average,.509,Philadelphia,Top 25
2210,National League,1914,10,George Burns,Stolen Bases,62,New York,Top 25
2211,National League,1914,11,Sherry Magee,Total Bases,277,Philadelphia,Top 25
2212,National League,1914,12,Max Carey,Triples,17,Pittsburgh,Top 25
2213,National League,1915,1,Gavvy Cravath,Base on Balls,86,Philadelphia,Top 25
2214,National League,1915,2,Larry Doyle,Batting Average,.320,New York,Top 25
2215,National League,1915,3,Larry Doyle,Doubles,40,New York,Top 25
2216,National League,1915,4,Larry Doyle,Hits,189,New York,Top 25
2217,National League,1915,5,Gavvy Cravath,Home Runs,24,Philadelphia,Top 25
2218,National League,1915,6,Gavvy Cravath,On Base Percentage,.393,Philadelphia,Top 25
2219,National League,1915,7,Gavvy Cravath,RBI,115,Philadelphia,Top 25
2220,National League,1915,8,Gavvy Cravath,Runs,89,Philadelphia,Top 25
2221,National League,1915,9,Gavvy Cravath,Slugging Average,.510,Philadelphia,Top 25
2222,National League,1915,10,Max Carey,Stolen Bases,36,Pittsburgh,Top 25
2223,National League,1915,11,Gavvy Cravath,Total Bases,266,Philadelphia,Top 25
2224,National League,1915,12,Tom Long,Triples,25,St. Louis,Top 25
2225,National League,1916,1,Heinie Groh,Base on Balls,84,Cincinnati,Top 25
2226,National League,1916,2,Hal Chase,Batting Average,.339,Cincinnati,Top 25
2227,National League,1916,3,Bert Niehoff,Doubles,42,Philadelphia,Top 25
2228,National League,1916,4,Hal Chase,Hits,184,Cincinnati,Top 25
2229,National League,1916,5,Dave Robertson,Home Runs,12,New York,Top 25
2230,National League,1916,6,Cy Williams,Home Runs,12,Chicago,Top 25
2231,National League,1916,7,Gavvy Cravath,On Base Percentage,.379,Philadelphia,Top 25
2232,National League,1916,8,Heinie Zimmerman,RBI,83,Chicago,Top 25
2233,National League,1916,9,Heinie Zimmerman,RBI,83,New York,Top 25
2234,National League,1916,10,George Burns,Runs,105,New York,Top 25
2235,National League,1916,11,Zack Wheat,Slugging Average,.461,Brooklyn,Top 25
2236,National League,1916,12,Max Carey,Stolen Bases,63,Pittsburgh,Top 25
2237,National League,1916,13,Zack Wheat,Total Bases,262,Brooklyn,Top 25
2238,National League,1916,14,Bill Hinchman,Triples,16,Pittsburgh,Top 25
2239,National League,1917,1,George Burns,Base on Balls,75,New York,Top 25
2240,National League,1917,2,Edd Roush,Batting Average,.341,Cincinnati,Top 25
2241,National League,1917,3,Heinie Groh,Doubles,39,Cincinnati,Top 25
2242,National League,1917,4,Heinie Groh,Hits,182,Cincinnati,Top 25
2243,National League,1917,5,Gavvy Cravath,Home Runs,12,Philadelphia,Top 25
2244,National League,1917,6,Dave Robertson,Home Runs,12,New York,Top 25
2245,National League,1917,7,Heinie Groh,On Base Percentage,.385,Cincinnati,Top 25
2246,National League,1917,8,Heinie Zimmerman,RBI,102,New York,Top 25
2247,National League,1917,9,George Burns,Runs,103,New York,Top 25
2248,National League,1917,10,Rogers Hornsby,Slugging Average,.484,St. Louis,Top 25
2249,National League,1917,11,Max Carey,Stolen Bases,46,Pittsburgh,Top 25
2250,National League,1917,12,Rogers Hornsby,Total Bases,253,St. Louis,Top 25
2251,National League,1917,13,Rogers Hornsby,Triples,17,St. Louis,Top 25
2252,National League,1918,1,Max Carey,Base on Balls,62,Pittsburgh,Top 25
2253,National League,1918,2,Zack Wheat,Batting Average,.335,Brooklyn,Top 25
2254,National League,1918,3,Heinie Groh,Doubles,28,Cincinnati,Top 25
2255,National League,1918,4,Charlie Hollocher,Hits,161,Chicago,Top 25
2256,National League,1918,5,Gavvy Cravath,Home Runs,8,Philadelphia,Top 25
2257,National League,1918,6,Heinie Groh,On Base Percentage,.395,Cincinnati,Top 25
2258,National League,1918,7,Sherry Magee,RBI,76,Cincinnati,Top 25
2259,National League,1918,8,Heinie Groh,Runs,86,Cincinnati,Top 25
2260,National League,1918,9,Edd Roush,Slugging Average,.455,Cincinnati,Top 25
2261,National League,1918,10,Max Carey,Stolen Bases,58,Pittsburgh,Top 25
2262,National League,1918,11,Charlie Hollocher,Total Bases,202,Chicago,Top 25
2263,National League,1918,12,Jake Daubert,Triples,15,Brooklyn,Top 25
2264,National League,1919,1,George Burns,Base on Balls,82,New York,Top 25
2265,National League,1919,2,Edd Roush,Batting Average,.321,Cincinnati,Top 25
2266,National League,1919,3,Ross Youngs,Doubles,31,New York,Top 25
2267,National League,1919,4,Ivy Olson,Hits,164,Brooklyn,Top 25
2268,National League,1919,5,Gavvy Cravath,Home Runs,12,Philadelphia,Top 25
2269,National League,1919,6,George Burns,On Base Percentage,.396,New York,Top 25
2270,National League,1919,7,Hy Myers,RBI,73,Brooklyn,Top 25
2271,National League,1919,8,George Burns,Runs,86,New York,Top 25
2272,National League,1919,9,Hy Myers,Slugging Average,.436,Brooklyn,Top 25
2273,National League,1919,10,George Burns,Stolen Bases,40,New York,Top 25
2274,National League,1919,11,Hy Myers,Total Bases,223,Brooklyn,Top 25
2275,National League,1919,12,Hy Myers,Triples,14,Brooklyn,Top 25
2276,National League,1919,13,Billy Southworth,Triples,14,Pittsburgh,Top 25
2277,National League,1920,1,George Burns,Base on Balls,76,New York,Top 25
2278,National League,1920,2,Rogers Hornsby,Batting Average,.370,St. Louis,Top 25
2279,National League,1920,3,Rogers Hornsby,Doubles,44,St. Louis,Top 25
2280,National League,1920,4,Rogers Hornsby,Hits,218,St. Louis,Top 25
2281,National League,1920,5,Cy Williams,Home Runs,15,Philadelphia,Top 25
2282,National League,1920,6,Rogers Hornsby,On Base Percentage,.431,St. Louis,Top 25
2283,National League,1920,7,Rogers Hornsby,RBI,94,St. Louis,Top 25
2284,National League,1920,8,George Kelly,RBI,94,New York,Top 25
2285,National League,1920,9,George Burns,Runs,115,New York,Top 25
2286,National League,1920,10,Rogers Hornsby,Slugging Average,.559,St. Louis,Top 25
2287,National League,1920,11,Max Carey,Stolen Bases,52,Pittsburgh,Top 25
2288,National League,1920,12,Rogers Hornsby,Total Bases,329,St. Louis,Top 25
2289,National League,1920,13,Hy Myers,Triples,22,Brooklyn,Top 25
2290,National League,1921,1,George Burns,Base on Balls,80,New York,Top 25
2291,National League,1921,2,Rogers Hornsby,Batting Average,.397,St. Louis,Top 25
2292,National League,1921,3,Rogers Hornsby,Doubles,44,St. Louis,Top 25
2293,National League,1921,4,Rogers Hornsby,Hits,235,St. Louis,Top 25
2294,National League,1921,5,George Kelly,Home Runs,23,New York,Top 25
2295,National League,1921,6,Rogers Hornsby,On Base Percentage,.458,St. Louis,Top 25
2296,National League,1921,7,Rogers Hornsby,RBI,126,St. Louis,Top 25
2297,National League,1921,8,Rogers Hornsby,Runs,131,St. Louis,Top 25
2298,National League,1921,9,Rogers Hornsby,Slugging Average,.639,St. Louis,Top 25
2299,National League,1921,10,Frankie Frisch,Stolen Bases,49,New York,Top 25
2300,National League,1921,11,Rogers Hornsby,Total Bases,378,St. Louis,Top 25
2301,National League,1921,12,Rogers Hornsby,Triples,18,St. Louis,Top 25
2302,National League,1921,13,Ray Powell,Triples,18,Boston,Top 25
2303,National League,1922,1,Max Carey,Base on Balls,80,Pittsburgh,Top 25
2304,National League,1922,2,Rogers Hornsby,Batting Average,.401,St. Louis,Top 25
2305,National League,1922,3,Rogers Hornsby,Doubles,46,St. Louis,Top 25
2306,National League,1922,4,Rogers Hornsby,Hits,250,St. Louis,Top 25
2307,National League,1922,5,Rogers Hornsby,Home Runs,42,St. Louis,Top 25
2308,National League,1922,6,Rogers Hornsby,On Base Percentage,.459,St. Louis,Top 25
2309,National League,1922,7,Rogers Hornsby,RBI,152,St. Louis,Top 25
2310,National League,1922,8,Rogers Hornsby,Runs,141,St. Louis,Top 25
2311,National League,1922,9,Rogers Hornsby,Slugging Average,.722,St. Louis,Top 25
2312,National League,1922,10,Max Carey,Stolen Bases,51,Pittsburgh,Top 25
2313,National League,1922,11,Rogers Hornsby,Total Bases,450,St. Louis,Top 25
2314,National League,1922,12,Jake Daubert,Triples,22,Cincinnati,Top 25
2315,National League,1923,1,George Burns,Base on Balls,101,Cincinnati,Top 25
