id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
1,American Association,1882,1,Jack Gleason,Base on Balls,27,St. Louis,Top 25
2,American Association,1882,2,Pete Browning,Batting Average,.378,Louisville,Top 25
3,American Association,1882,3,Mike Mansell,Doubles,18,Pittsburgh,Top 25
4,American Association,1882,4,Ed Swartwood,Doubles,18,Pittsburgh,Top 25
5,American Association,1882,5,Hick Carpenter,Hits,120,Cincinnati,Top 25
6,American Association,1882,6,Oscar Walker,Home Runs,7,St. Louis,Top 25
7,American Association,1882,7,Pete Browning,On Base Percentage,.430,Louisville,Top 25
8,American Association,1882,8,Data Not Kept,RBI,n/a,n/a,n/a
9,American Association,1882,9,Ed Swartwood,Runs,86,Pittsburgh,Top 25
10,American Association,1882,10,Pete Browning,Slugging Average,.510,Louisville,Top 25
11,American Association,1882,11,Ed Swartwood,Total Bases,159,Pittsburgh,Top 25
12,American Association,1882,12,Mike Mansell,Triples,16,Pittsburgh,Top 25
13,American Association,1883,1,Ecky Stearns,Base on Balls,34,Baltimore,Top 25
14,American Association,1883,2,Ed Swartwood,Batting Average,.357,Pittsburgh,Top 25
15,American Association,1883,3,Harry Stovey,Doubles,31,Philadelphia,Top 25
16,American Association,1883,4,Ed Swartwood,Hits,147,Pittsburgh,Top 25
17,American Association,1883,5,Harry Stovey,Home Runs,14,Philadelphia,Top 25
18,American Association,1883,6,Ed Swartwood,On Base Percentage,.394,Pittsburgh,Top 25
19,American Association,1883,7,Data Not Kept,RBI,n/a,n/a,n/a
20,American Association,1883,8,Harry Stovey,Runs,110,Philadelphia,Top 25
21,American Association,1883,9,Harry Stovey,Slugging Average,.506,Philadelphia,Top 25
22,American Association,1883,10,Harry Stovey,Total Bases,213,Philadelphia,Top 25
23,American Association,1883,11,Pop Smith,Triples,17,Columbus,Top 25
24,American Association,1884,1,Candy Nelson,Base on Balls,74,New York,Top 25
25,American Association,1884,2,Dave Orr,Batting Average,.354,New York,Top 25
26,American Association,1884,3,Sam Barkley,Doubles,39,Toledo,Top 25
27,American Association,1884,4,Dave Orr,Hits,162,New York,Top 25
28,American Association,1884,5,John Reilly,Home Runs,11,Cincinnati,Top 25
29,American Association,1884,6,Charley Jones,On Base Percentage,.376,Cincinnati,Top 25
30,American Association,1884,7,Data Not Kept,RBI,n/a,n/a,n/a
31,American Association,1884,8,Harry Stovey,Runs,124,Philadelphia,Top 25
32,American Association,1884,9,John Reilly,Slugging Average,.551,Cincinnati,Top 25
33,American Association,1884,10,Dave Orr,Total Bases,247,New York,Top 25
34,American Association,1884,11,John Reilly,Total Bases,247,Cincinnati,Top 25
35,American Association,1884,12,Harry Stovey,Triples,23,Philadelphia,Top 25
36,American Association,1885,1,Candy Nelson,Base on Balls,61,New York,Top 25
37,American Association,1885,2,Pete Browning,Batting Average,.362,Louisville,Top 25
38,American Association,1885,3,Henry Larkin,Doubles,37,Philadelphia,Top 25
39,American Association,1885,4,Pete Browning,Hits,174,Louisville,Top 25
40,American Association,1885,5,Harry Stovey,Home Runs,13,Philadelphia,Top 25
41,American Association,1885,6,Pete Browning,On Base Percentage,.393,Louisville,Top 25
42,American Association,1885,7,Frank Fennelly,RBI,89,Cincinnati,Top 25
43,American Association,1885,8,Harry Stovey,Runs,130,Philadelphia,Top 25
44,American Association,1885,9,Dave Orr,Slugging Average,.543,New York,Top 25
45,American Association,1885,10,Pete Browning,Total Bases,25,Louisville,Top 25
46,American Association,1885,11,Dave Orr,Triples,21,New York,Top 25
47,American Association,1886,1,George Pinkney,Base on Balls,70,Brooklyn,Top 25
48,American Association,1886,2,Ed Swartwood,Base on Balls,70,Brooklyn,Top 25
49,American Association,1886,3,Guy Hecker,Batting Average,.341,Louisville,Top 25
50,American Association,1886,4,Henry Larkin,Doubles,36,Philadelphia,Top 25
51,American Association,1886,5,Dave Orr,Hits,193,New York,Top 25
52,American Association,1886,6,Bid McPhee,Home Runs,8,Cincinnati,Top 25
53,American Association,1886,7,Bob Caruthers,On Base Percentage,.448,St. Louis,Top 25
54,American Association,1886,8,Tip O'Neill,RBI,107,St. Louis,Top 25
55,American Association,1886,9,Arlie Latham,Runs,152,St. Louis,Top 25
56,American Association,1886,10,Dave Orr,Slugging Average,.527,New York,Top 25
57,American Association,1886,11,Dave Orr,Total Bases,301,New York,Top 25
58,American Association,1886,12,Dave Orr,Triples,31,New York,Top 25
59,American Association,1887,1,Paul Radford,Base on Balls,106,New York,Top 25
60,American Association,1887,2,Tip O'Neill,Batting Average,.435,St. Louis,Top 25
61,American Association,1887,3,Tip O'Neill,Doubles,52,St. Louis,Top 25
62,American Association,1887,4,Pete Browning,Hits,275,Louisville,Top 25
63,American Association,1887,5,Tip O'Neill,Hits,275,St. Louis,Top 25
64,American Association,1887,6,Tip O'Neill,Home Runs,14,St. Louis,Top 25
65,American Association,1887,7,Tip O'Neill,On Base Percentage,.490,St. Louis,Top 25
66,American Association,1887,8,Tip O'Neill,RBI,123,St. Louis,Top 25
67,American Association,1887,9,Tip O'Neill,Runs,167,St. Louis,Top 25
68,American Association,1887,10,Tip O'Neill,Slugging Average,.691,St. Louis,Top 25
69,American Association,1887,11,Tip O'Neill,Total Bases,357,St. Louis,Top 25
70,American Association,1887,12,Oyster Burns,Triples,19,Baltimore,Top 25
71,American Association,1887,13,Jumbo Davis,Triples,19,Baltimore,Top 25
72,American Association,1887,14,John Kerins,Triples,19,Louisville,Top 25
73,American Association,1887,15,Bid McPhee,Triples,19,Cincinnati,Top 25
74,American Association,1887,16,Tip O'Neill,Triples,19,St. Louis,Top 25
75,American Association,1887,17,Tom Poorman,Triples,19,Philadelphia,Top 25
76,American Association,1888,1,Yank Robinson,Base on Balls,116,St. Louis,Top 25
77,American Association,1888,2,Tip O'Neill,Batting Average,.335,St. Louis,Top 25
78,American Association,1888,3,Hub Collins,Doubles,31,Louisville,Top 25
79,American Association,1888,4,Hub Collins,Doubles,31,Brooklyn,Top 25
80,American Association,1888,5,Tip O'Neill,Hits,177,St. Louis,Top 25
81,American Association,1888,6,John Reilly,Home Runs,13,Cincinnati,Top 25
82,American Association,1888,7,Yank Robinson,On Base Percentage,.400,St. Louis,Top 25
83,American Association,1888,8,John Reilly,RBI,103,Cincinnati,Top 25
84,American Association,1888,9,George Pinkney,Runs,134,Brooklyn,Top 25
85,American Association,1888,10,John Reilly,Slugging Average,.501,Cincinnati,Top 25
86,American Association,1888,11,John Reilly,Total Bases,264,Cincinnati,Top 25
87,American Association,1888,12,Harry Stovey,Triples,20,Philadelphia,Top 25
88,American Association,1889,1,Yank Robinson,Base on Balls,118,St. Louis,Top 25
89,American Association,1889,2,Tommy Tucker,Batting Average,.372,Baltimore,Top 25
90,American Association,1889,3,Curt Welch,Doubles,39,Philadelphia,Top 25
91,American Association,1889,4,Tommy Tucker,Hits,196,Baltimore,Top 25
92,American Association,1889,5,Bug Holliday,Home Runs,19,Cincinnati,Top 25
93,American Association,1889,6,Harry Stovey,Home Runs,19,Philadelphia,Top 25
94,American Association,1889,7,Tommy Tucker,On Base Percentage,.450,Baltimore,Top 25
95,American Association,1889,8,Harry Stovey,RBI,119,Philadelphia,Top 25
96,American Association,1889,9,Harry Stovey,Runs,152,Philadelphia,Top 25
97,American Association,1889,10,Harry Stovey,Slugging Average,.525,Philadelphia,Top 25
98,American Association,1889,11,Harry Stovey,Total Bases,292,Philadelphia,Top 25
99,American Association,1889,12,Lefty Marr,Triples,15,Columbus,Top 25
100,American Association,1890,1,Jim McTamany,Base on Balls,112,Columbus,Top 25
101,American Association,1890,2,Jimmy Wolf,Batting Average,.363,Louisville,Top 25
102,American Association,1890,3,Cupid Childs,Doubles,33,Syracuse,Top 25
103,American Association,1890,4,Jimmy Wolf,Hits,197,Louisville,Top 25
104,American Association,1890,5,Count Campau,Home Runs,9,St. Louis,Top 25
105,American Association,1890,6,Denny Lyons,On Base Percentage,.461,Philadelphia,Top 25
106,American Association,1890,7,Spud Johnson,RBI,113,Columbus,Top 25
107,American Association,1890,8,Jim McTamany,Runs,140,Columbus,Top 25
108,American Association,1890,9,Denny Lyons,Slugging Average,.531,Philadelphia,Top 25
109,American Association,1890,10,Jimmy Wolf,Total Bases,260,Louisville,Top 25
110,American Association,1891,1,Dummy Hoy,Base on Balls,119,St. Louis,Top 25
111,American Association,1891,2,Dan Brouthers,Batting Average,.350,Boston,Top 25
112,American Association,1891,3,Jocko Milligan,Doubles,35,Philadelphia,Top 25
113,American Association,1891,4,Tom Brown,Hits,189,Boston,Top 25
114,American Association,1891,5,Duke Farrell,Home Runs,12,Boston,Top 25
115,American Association,1891,6,Dan Brouthers,On Base Percentage,.471,Boston,Top 25
116,American Association,1891,7,Hugh Duffy,RBI,110,Boston,Top 25
117,American Association,1891,8,Duke Farrell,RBI,110,Boston,Top 25
118,American Association,1891,9,Tom Brown,Runs,177,Boston,Top 25
119,American Association,1891,10,Dan Brouthers,Slugging Average,.512,Boston,Top 25
120,American Association,1891,11,Tom Brown,Total Bases,276,Boston,Top 25
121,American League,1901,1,Dummy Hoy,Base on Balls,86,Chicago,Top 25
122,American League,1901,2,Nap Lajoie,Batting Average,.426,Philadelphia,Top 25
123,American League,1901,3,Nap Lajoie,Doubles,48,Philadelphia,Top 25
124,American League,1901,4,Nap Lajoie,Hits,232,Philadelphia,Top 25
125,American League,1901,5,Nap Lajoie,Home Runs,14,Philadelphia,Top 25
126,American League,1901,6,Nap Lajoie,On Base Percentage,.463,Philadelphia,Top 25
127,American League,1901,7,Nap Lajoie,RBI,125,Philadelphia,Top 25
128,American League,1901,8,Nap Lajoie,Runs,145,Philadelphia,Top 25
129,American League,1901,9,Nap Lajoie,Slugging Average,.643,Philadelphia,Top 25
130,American League,1901,10,Frank Isbell,Stolen Bases,52,Chicago,Top 25
131,American League,1901,11,Nap Lajoie,Total Bases,350,Philadelphia,Top 25
132,American League,1901,12,Bill Keister,Triples,21,Baltimore,Top 25
133,American League,1901,13,Jimmy Williams,Triples,21,Baltimore,Top 25
134,American League,1902,1,Topsy Hartsel,Base on Balls,87,Philadelphia,Top 25
135,American League,1902,2,Ed Delahanty,Batting Average,.376,Washington,Top 25
136,American League,1902,3,Harry Davis,Doubles,43,Philadelphia,Top 25
137,American League,1902,4,Ed Delahanty,Doubles,43,Washington,Top 25
138,American League,1902,5,Charlie Hickman,Hits,193,Boston,Top 25
139,American League,1902,6,Charlie Hickman,Hits,193,Cleveland,Top 25
140,American League,1902,7,Socks Seybold,Home Runs,16,Philadelphia,Top 25
141,American League,1902,8,Ed Delahanty,On Base Percentage,.453,Washington,Top 25
142,American League,1902,9,Buck Freeman,RBI,121,Boston,Top 25
143,American League,1902,10,Dave Fultz,Runs,109,Philadelphia,Top 25
144,American League,1902,11,Topsy Hartsel,Runs,109,Philadelphia,Top 25
145,American League,1902,12,Ed Delahanty,Slugging Average,.590,Washington,Top 25
146,American League,1902,13,Topsy Hartsel,Stolen Bases,47,Philadelphia,Top 25
147,American League,1902,14,Charlie Hickman,Total Bases,288,Boston,Top 25
148,American League,1902,15,Charlie Hickman,Total Bases,288,Cleveland,Top 25
149,American League,1902,16,Jimmy Williams,Triples,21,Baltimore,Top 25
150,American League,1903,1,Jimmy Barrett,Base on Balls,74,Detroit,Top 25
151,American League,1903,2,Nap Lajoie,Batting Average,.344,Cleveland,Top 25
152,American League,1903,3,Socks Seybold,Doubles,45,Philadelphia,Top 25
153,American League,1903,4,Patsy Dougherty,Hits,195,Boston,Top 25
154,American League,1903,5,Buck Freeman,Home Runs,13,Boston,Top 25
155,American League,1903,6,Jimmy Barrett,On Base Percentage,.407,Detroit,Top 25
156,American League,1903,7,Buck Freeman,RBI,104,Boston,Top 25
157,American League,1903,8,Patsy Dougherty,Runs,107,Boston,Top 25
158,American League,1903,9,Nap Lajoie,Slugging Average,.518,Cleveland,Top 25
159,American League,1903,10,Harry Bay,Stolen Bases,45,Cleveland,Top 25
160,American League,1903,11,Buck Freeman,Total Bases,281,Boston,Top 25
161,American League,1903,12,Sam Crawford,Triples,25,Detroit,Top 25
162,American League,1904,1,Jimmy Barrett,Base on Balls,79,Detroit,Top 25
163,American League,1904,2,Nap Lajoie,Batting Average,.376,Cleveland,Top 25
164,American League,1904,3,Nap Lajoie,Doubles,49,Cleveland,Top 25
165,American League,1904,4,Nap Lajoie,Hits,211,Cleveland,Top 25
166,American League,1904,5,Harry Davis,Home Runs,10,Philadelphia,Top 25
167,American League,1904,6,Nap Lajoie,On Base Percentage,.413,Cleveland,Top 25
168,American League,1904,7,Nap Lajoie,RBI,102,Cleveland,Top 25
169,American League,1904,8,Patsy Dougherty,Runs,113,Boston,Top 25
170,American League,1904,9,Patsy Dougherty,Runs,113,New York,Top 25
171,American League,1904,10,Nap Lajoie,Slugging Average,.552,Cleveland,Top 25
172,American League,1904,11,Harry Bay,Stolen Bases,38,Cleveland,Top 25
173,American League,1904,12,Elmer Flick,Stolen Bases,38,Cleveland,Top 25
174,American League,1904,13,Nap Lajoie,Total Bases,305,Cleveland,Top 25
175,American League,1904,14,Joe Cassidy,Triples,19,Washington,Top 25
176,American League,1904,15,Buck Freeman,Triples,19,Boston,Top 25
177,American League,1904,16,Chick Stahl,Triples,19,Boston,Top 25
178,American League,1905,1,Topsy Hartsel,Base on Balls,121,Philadelphia,Top 25
179,American League,1905,2,Elmer Flick,Batting Average,.308,Cleveland,Top 25
180,American League,1905,3,Harry Davis,Doubles,47,Philadelphia,Top 25
181,American League,1905,4,George Stone,Hits,187,St. Louis,Top 25
182,American League,1905,5,Harry Davis,Home Runs,8,Philadelphia,Top 25
183,American League,1905,6,Topsy Hartsel,On Base Percentage,.409,Philadelphia,Top 25
184,American League,1905,7,Harry Davis,RBI,83,Philadelphia,Top 25
185,American League,1905,8,Harry Davis,Runs,93,Philadelphia,Top 25
186,American League,1905,9,Elmer Flick,Slugging Average,.462,Cleveland,Top 25
187,American League,1905,10,Danny Hoffman,Stolen Bases,46,Philadelphia,Top 25
188,American League,1905,11,George Stone,Total Bases,259,St. Louis,Top 25
189,American League,1906,1,Topsy Hartsel,Base on Balls,88,Philadelphia,Top 25
190,American League,1906,2,George Stone,Batting Average,.358,St. Louis,Top 25
191,American League,1906,3,Nap Lajoie,Doubles,48,Cleveland,Top 25
192,American League,1906,4,Nap Lajoie,Hits,214,Cleveland,Top 25
193,American League,1906,5,Harry Davis,Home Runs,12,Philadelphia,Top 25
194,American League,1906,6,George Stone,On Base Percentage,.417,St. Louis,Top 25
195,American League,1906,7,Harry Davis,RBI,96,Philadelphia,Top 25
196,American League,1906,8,Elmer Flick,Runs,98,Cleveland,Top 25
197,American League,1906,9,George Stone,Slugging Average,.501,St. Louis,Top 25
198,American League,1906,10,John Anderson,Stolen Bases,39,Washington,Top 25
199,American League,1906,11,Elmer Flick,Stolen Bases,39,Cleveland,Top 25
200,American League,1906,12,George Stone,Total Bases,291,St. Louis,Top 25
201,American League,1906,13,Elmer Flick,Triples,22,Cleveland,Top 25
202,American League,1907,1,Topsy Hartsel,Base on Balls,106,Philadelphia,Top 25
203,American League,1907,2,Ty Cobb,Batting Average,.350,Detroit,Top 25
204,American League,1907,3,Harry Davis,Doubles,35,Philadelphia,Top 25
205,American League,1907,4,Ty Cobb,Hits,212,Detroit,Top 25
206,American League,1907,5,Harry Davis,Home Runs,8,Philadelphia,Top 25
207,American League,1907,6,Topsy Hartsel,On Base Percentage,.405,Philadelphia,Top 25
208,American League,1907,7,Ty Cobb,RBI,119,Detroit,Top 25
209,American League,1907,8,Sam Crawford,Runs,102,Detroit,Top 25
210,American League,1907,9,Ty Cobb,Slugging Average,.468,Detroit,Top 25
211,American League,1907,10,Ty Cobb,Stolen Bases,49,Detroit,Top 25
212,American League,1907,11,Ty Cobb,Total Bases,283,Detroit,Top 25
213,American League,1907,12,Elmer Flick,Triples,18,Cleveland,Top 25
214,American League,1908,1,Topsy Hartsel,Base on Balls,93,Philadelphia,Top 25
215,American League,1908,2,Ty Cobb,Batting Average,.324,Detroit,Top 25
216,American League,1908,3,Ty Cobb,Doubles,36,Detroit,Top 25
217,American League,1908,4,Ty Cobb,Hits,188,Detroit,Top 25
218,American League,1908,5,Sam Crawford,Home Runs,7,Detroit,Top 25
219,American League,1908,6,Doc Gessler,On Base Percentage,.394,Boston,Top 25
220,American League,1908,7,Ty Cobb,RBI,108,Detroit,Top 25
221,American League,1908,8,Matty McIntyre,Runs,105,Detroit,Top 25
222,American League,1908,9,Ty Cobb,Slugging Average,.476,Detroit,Top 25
223,American League,1908,10,Patsy Dougherty,Stolen Bases,47,Chicago,Top 25
224,American League,1908,11,Ty Cobb,Total Bases,276,Detroit,Top 25
225,American League,1908,12,Ty Cobb,Triples,20,Detroit,Top 25
226,American League,1909,1,Donie Bush,Base on Balls,88,Detroit,Top 25
227,American League,1909,2,Ty Cobb,Batting Average,.377,Detroit,Top 25
228,American League,1909,3,Sam Crawford,Doubles,35,Detroit,Top 25
229,American League,1909,4,Ty Cobb,Hits,216,Detroit,Top 25
230,American League,1909,5,Ty Cobb,Home Runs,9,Detroit,Top 25
231,American League,1909,6,Ty Cobb,On Base Percentage,.431,Detroit,Top 25
232,American League,1909,7,Ty Cobb,RBI,107,Detroit,Top 25
233,American League,1909,8,Ty Cobb,Runs,116,Detroit,Top 25
234,American League,1909,9,Ty Cobb,Slugging Average,.517,Detroit,Top 25
235,American League,1909,10,Ty Cobb,Stolen Bases,76,Detroit,Top 25
236,American League,1909,11,Ty Cobb,Total Bases,296,Detroit,Top 25
237,American League,1909,12,Frank Baker,Triples,19,Philadelphia,Top 25
238,American League,1910,1,Donie Bush,Base on Balls,78,Detroit,Top 25
239,American League,1910,2,Nap Lajoie,Batting Average *,.384,Detroit,Top 25
240,American League,1910,3,Nap Lajoie,Doubles,51,Cleveland,Top 25
241,American League,1910,4,Nap Lajoie,Hits,227,Cleveland,Top 25
242,American League,1910,5,Jake Stahl,Home Runs,10,Boston,Top 25
243,American League,1910,6,Ty Cobb,On Base Percentage,.455,Detroit,Top 25
244,American League,1910,7,Sam Crawford,RBI,120,Detroit,Top 25
245,American League,1910,8,Ty Cobb,Runs,106,Detroit,Top 25
246,American League,1910,9,Ty Cobb,Slugging Average,.549,Detroit,Top 25
247,American League,1910,10,Eddie Collins,Stolen Bases,81,Philadelphia,Top 25
248,American League,1910,11,Nap Lajoie,Total Bases,304,Cleveland,Top 25
249,American League,1910,12,Sam Crawford,Triples,19,Detroit,Top 25
250,American League,1911,1,Donie Bush,Base on Balls,98,Detroit,Top 25
251,American League,1911,2,Ty Cobb,Batting Average,.419,Detroit,Top 25
252,American League,1911,3,Ty Cobb,Doubles,47,Detroit,Top 25
253,American League,1911,4,Ty Cobb,Hits,248,Detroit,Top 25
254,American League,1911,5,Frank Baker,Home Runs,11,Philadelphia,Top 25
255,American League,1911,6,Joe Jackson,On Base Percentage,.468,Cleveland,Top 25
256,American League,1911,7,Ty Cobb,RBI,127,Detroit,Top 25
257,American League,1911,8,Ty Cobb,Runs,147,Detroit,Top 25
258,American League,1911,9,Ty Cobb,Slugging Average,.620,Detroit,Top 25
259,American League,1911,10,Ty Cobb,Stolen Bases,83,Detroit,Top 25
260,American League,1911,11,Ty Cobb,Total Bases,367,Detroit,Top 25
261,American League,1911,12,Ty Cobb,Triples,24,Detroit,Top 25
262,American League,1912,1,Donie Bush,Base on Balls,117,Detroit,Top 25
263,American League,1912,2,Ty Cobb,Batting Average,.409,Detroit,Top 25
264,American League,1912,3,Tris Speaker,Doubles,53,Boston,Top 25
265,American League,1912,4,Ty Cobb,Hits,226,Detroit,Top 25
266,American League,1912,5,Joe Jackson,Hits,226,Cleveland,Top 25
267,American League,1912,6,Frank Baker,Home Runs,10,Philadelphia,Top 25
268,American League,1912,7,Tris Speaker,Home Runs,10,Boston,Top 25
269,American League,1912,8,Tris Speaker,On Base Percentage,.464,Boston,Top 25
270,American League,1912,9,Frank Baker,RBI,130,Philadelphia,Top 25
271,American League,1912,10,Eddie Collins,Runs,137,Philadelphia,Top 25
272,American League,1912,11,Ty Cobb,Slugging Average,.584,Detroit,Top 25
273,American League,1912,12,Clyde Milan,Stolen Bases,88,Washington,Top 25
274,American League,1912,13,Joe Jackson,Total Bases,331,Cleveland,Top 25
275,American League,1912,14,Joe Jackson,Triples,26,Cleveland,Top 25
276,American League,1913,1,Burt Shotton,Base on Balls,99,St. Louis,Top 25
277,American League,1913,2,Ty Cobb,Batting Average,.389,Detroit,Top 25
278,American League,1913,3,Joe Jackson,Doubles,39,Cleveland,Top 25
279,American League,1913,4,Joe Jackson,Hits,197,Cleveland,Top 25
280,American League,1913,5,Frank Baker,Home Runs,12,Philadelphia,Top 25
281,American League,1913,6,Ty Cobb,On Base Percentage,.466,Detroit,Top 25
282,American League,1913,7,Frank Baker,RBI,117,Philadelphia,Top 25
283,American League,1913,8,Eddie Collins,Runs,125,Philadelphia,Top 25
284,American League,1913,9,Joe Jackson,Slugging Average,.551,Cleveland,Top 25
285,American League,1913,10,Clyde Milan,Stolen Bases,75,Washington,Top 25
286,American League,1913,11,Sam Crawford,Total Bases,298,Detroit,Top 25
287,American League,1913,12,Sam Crawford,Triples,23,Detroit,Top 25
288,American League,1914,1,Donie Bush,Base on Balls,112,Detroit,Top 25
289,American League,1914,2,Ty Cobb *,Batting Average,.368,Detroit,Top 25
290,American League,1914,3,Tris Speaker,Doubles,46,Boston,Top 25
291,American League,1914,4,Tris Speaker,Hits,193,Boston,Top 25
292,American League,1914,5,Frank Baker,Home Runs,9,Philadelphia,Top 25
293,American League,1914,6,Eddie Collins,On Base Percentage,.452,Philadelphia,Top 25
294,American League,1914,7,Sam Crawford,RBI,104,Detroit,Top 25
295,American League,1914,8,Eddie Collins,Runs,122,Philadelphia,Top 25
296,American League,1914,9,Tris Speaker,Slugging Average,.503,Boston,Top 25
297,American League,1914,10,Fritz Maisel,Stolen Bases,74,New York,Top 25
298,American League,1914,11,Tris Speaker,Total Bases,287,Boston,Top 25
299,American League,1914,12,Sam Crawford,Triples,26,Detroit,Top 25
300,American League,1915,1,Eddie Collins,Base on Balls,119,Chicago,Top 25
301,American League,1915,2,Ty Cobb,Batting Average,.369,Detroit,Top 25
302,American League,1915,3,Bobby Veach,Doubles,40,Detroit,Top 25
303,American League,1915,4,Ty Cobb,Hits,208,Detroit,Top 25
304,American League,1915,5,Braggo Roth,Home Runs,7,Chicago,Top 25
305,American League,1915,6,Braggo Roth,Home Runs,7,Cleveland,Top 25
306,American League,1915,7,Ty Cobb,On Base Percentage,.486,Detroit,Top 25
307,American League,1915,8,Sam Crawford,RBI,112,Detroit,Top 25
308,American League,1915,9,Bobby Veach,RBI,112,Detroit,Top 25
309,American League,1915,10,Ty Cobb,Runs,144,Detroit,Top 25
310,American League,1915,11,Jack Fournier,Slugging Average,.491,Chicago,Top 25
311,American League,1915,12,Ty Cobb,Stolen Bases,96,Detroit,Top 25
312,American League,1915,13,Ty Cobb,Total Bases,274,Detroit,Top 25
313,American League,1915,14,Sam Crawford,Triples,19,Detroit,Top 25
314,American League,1916,1,Burt Shotton,Base on Balls,110,St. Louis,Top 25
315,American League,1916,2,Tris Speaker,Batting Average,.386,Cleveland,Top 25
316,American League,1916,3,Jack Graney,Doubles,41,Cleveland,Top 25
317,American League,1916,4,Tris Speaker,Doubles,41,Cleveland,Top 25
318,American League,1916,5,Tris Speaker,Hits,211,Cleveland,Top 25
319,American League,1916,6,Wally Pipp,Home Runs,12,New York,Top 25
320,American League,1916,7,Tris Speaker,On Base Percentage,.470,Cleveland,Top 25
321,American League,1916,8,Del Pratt,RBI,103,St. Louis,Top 25
322,American League,1916,9,Ty Cobb,Runs,113,Detroit,Top 25
323,American League,1916,10,Tris Speaker,Slugging Average,.502,Cleveland,Top 25
324,American League,1916,11,Ty Cobb,Stolen Bases,68,Detroit,Top 25
325,American League,1916,12,Joe Jackson,Total Bases,293,Chicago,Top 25
326,American League,1916,13,Joe Jackson,Triples,21,Chicago,Top 25
327,American League,1917,1,Jack Graney,Base on Balls,94,Cleveland,Top 25
328,American League,1917,2,Ty Cobb,Batting Average,.383,Detroit,Top 25
329,American League,1917,3,Ty Cobb,Doubles,44,Detroit,Top 25
330,American League,1917,4,Ty Cobb,Hits,225,Detroit,Top 25
331,American League,1917,5,Wally Pipp,Home Runs,9,New York,Top 25
332,American League,1917,6,Ty Cobb,On Base Percentage,.444,Detroit,Top 25
333,American League,1917,7,Bobby Veach,RBI,103,Detroit,Top 25
334,American League,1917,8,Donie Bush,Runs,112,Detroit,Top 25
335,American League,1917,9,Ty Cobb,Slugging Average,.570,Detroit,Top 25
336,American League,1917,10,Ty Cobb,Stolen Bases,55,Detroit,Top 25
337,American League,1917,11,Ty Cobb,Total Bases,335,Detroit,Top 25
338,American League,1917,12,Ty Cobb,Triples,24,Detroit,Top 25
339,American League,1918,1,Ray Chapman,Base on Balls,84,Cleveland,Top 25
340,American League,1918,2,Ty Cobb,Batting Average,.382,Detroit,Top 25
341,American League,1918,3,Tris Speaker,Doubles,33,Cleveland,Top 25
342,American League,1918,4,George Burns,Hits,178,Philadelphia,Top 25
343,American League,1918,5,Babe Ruth,Home Runs,11,Boston,Top 25
344,American League,1918,6,Tilly Walker,Home Runs,11,Philadelphia,Top 25
345,American League,1918,7,Ty Cobb,On Base Percentage,.440,Detroit,Top 25
346,American League,1918,8,Bobby Veach,RBI,78,Detroit,Top 25
347,American League,1918,9,Ray Chapman,Runs,84,Cleveland,Top 25
348,American League,1918,10,Babe Ruth,Slugging Average,.555,Boston,Top 25
349,American League,1918,11,George Sisler,Stolen Bases,45,St. Louis,Top 25
350,American League,1918,12,George Burns,Total Bases,236,Philadelphia,Top 25
351,American League,1918,13,Ty Cobb,Triples,14,Detroit,Top 25
352,American League,1919,1,Jack Graney,Base on Balls,105,Cleveland,Top 25
353,American League,1919,2,Ty Cobb,Batting Average,.384,Detroit,Top 25
354,American League,1919,3,BobbyVeach,Doubles,45,Detroit,Top 25
355,American League,1919,4,Ty Cobb,Hits,191,Detroit,Top 25
356,American League,1919,5,BobbyVeach,Hits,191,Detroit,Top 25
357,American League,1919,6,Babe Ruth,Home Runs,29,Boston,Top 25
358,American League,1919,7,Babe Ruth,On Base Percentage,.456,Boston,Top 25
359,American League,1919,8,Babe Ruth,RBI,114,Boston,Top 25
360,American League,1919,9,Babe Ruth,Runs,103,Boston,Top 25
361,American League,1919,10,Babe Ruth,Slugging Average,.657,Boston,Top 25
362,American League,1919,11,Eddie Collins,Stolen Bases,33,Chicago,Top 25
363,American League,1919,12,Babe Ruth,Total Bases,284,Boston,Top 25
364,American League,1919,13,BobbyVeach,Triples,17,Detroit,Top 25
365,American League,1920,1,Babe Ruth,Base on Balls,150,New York,Top 25
366,American League,1920,2,George Sisler,Batting Average,.407,St. Louis,Top 25
367,American League,1920,3,Tris Speaker,Doubles,50,Cleveland,Top 25
368,American League,1920,4,George Sisler,Hits,257,St. Louis,Top 25
369,American League,1920,5,Babe Ruth,Home Runs,54,New York,Top 25
370,American League,1920,6,Babe Ruth,On Base Percentage,.532,New York,Top 25
371,American League,1920,7,Babe Ruth,RBI,137,New York,Top 25
372,American League,1920,8,Babe Ruth,Runs,158,New York,Top 25
373,American League,1920,9,Babe Ruth,Slugging Average,.847,New York,Top 25
374,American League,1920,10,Sam Rice,Stolen Bases,63,Washington,Top 25
375,American League,1920,11,George Sisler,Total Bases,399,St. Louis,Top 25
376,American League,1920,12,Joe Jackson,Triples,20,Chicago,Top 25
377,American League,1921,1,Babe Ruth,Base on Balls,145,New York,Top 25
378,American League,1921,2,Harry Heilmann,Batting Average,.394,Detroit,Top 25
379,American League,1921,3,Tris Speaker,Doubles,52,Cleveland,Top 25
380,American League,1921,4,Harry Heilmann,Hits,237,Detroit,Top 25
