id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
1084,American League,2008,16,Cliff Lee,Wins,22,Cleveland,Top 25
1085,American League,2009,1,Roy Halladay,Complete Games,9,Toronto,Top 25
1086,American League,2009,2,Zack Greinke,ERA,2.16,Kansas City,Top 25
1087,American League,2009,3,Matt Guerrier,Games,79,Minnesota,Top 25
1088,American League,2009,4,Brian Fuentes,Saves,48,Los Angeles,Top 25
1089,American League,2009,5,Roy Halladay,Shutouts,4,Toronto,Top 25
1090,American League,2009,6,Justin Verlander,Strikeouts,269,Detroit,Top 25
1091,American League,2009,7,Felix Hernandez,Winning Percentage,.792,Seattle,Top 25
1092,American League,2009,8,Felix Hernandez,Wins,19,Seattle,Top 25
1093,American League,2009,9,C.C. Sabathia,Wins,19,New York,Top 25
1094,American League,2010,1,Cliff Lee,Complete Games,7,Seattle / Texas,Top 25
1095,American League,2010,2,Carl Pavano,Complete Games,7,Minnesota,Top 25
1096,American League,2010,3,Felix Hernandez,ERA,2.27,Seattle,Top 25
1097,American League,2010,4,Randy Choate,Games,85,Tampa Bay,Top 25
1098,American League,2010,5,Rafael Soriano,Saves,45,Tampa Bay,Top 25
1099,American League,2010,6,Dallas Braden,Shutouts,2,Oakland,Top 25
1100,American League,2010,7,Carl Pavano,Shutouts,2,Minnesota,Top 25
1101,American League,2010,8,Jered Weaver,Strikeouts,233,Los Angeles,Top 25
1102,American League,2010,9,Tommy Hunter,Winning Percentage,.765,Texas,Top 25
1103,American League,2010,10,C.C. Sabathia,Wins,21,New York,Top 25
1104,American League,2011,1,James Shields,Complete Games,11,Tampa Bay,Top 25
1105,American League,2011,2,Justin Verlander,ERA,2.40,Detroit,Top 25
1106,American League,2011,3,Jose Valverde,Games,75,Detroit,Top 25
1107,American League,2011,4,Jose Valverde,Saves,49,Detroit,Top 25
1108,American League,2011,5,Derek Holland,Shutouts,4,Texas,Top 25
1109,American League,2011,6,James Shields,Shutouts,4,Tampa Bay,Top 25
1110,American League,2011,7,Justin Verlander,Strikeouts,250,Detroit,Top 25
1111,American League,2011,8,Justin Verlander,Winning Percentage,.828,Detroit,Top 25
1112,American League,2011,9,Justin Verlander,Wins,24,Detroit,Top 25
1113,American League,2012,1,Justin Verlander,Complete Games,6,Detroit,Top 25
1114,American League,2012,2,David Price,ERA,2.56,Tampa Bay,Top 25
1115,American League,2012,3,Boone Logan,Games,80,New York,Top 25
1116,American League,2012,4,Jim Johnson,Saves,51,Baltimore,Top 25
1117,American League,2012,5,Felix Hernandez,Shutouts,5,Seattle,Top 25
1118,American League,2012,6,Justin Verlander,Strikeouts,239,Detroit,Top 25
1119,American League,2012,7,David Price,Winning Percentage,.800,Tampa Bay,Top 25
1120,American League,2012,8,Jered Weaver,Winning Percentage,.800,Los Angeles,Top 25
1121,American League,2012,9,David Price,Wins,20,Tampa Bay,Top 25
1122,American League,2012,10,Jered Weaver,Wins,20,Los Angeles,Top 25
1123,American League,2013,1,David Price,Complete Games,4,Tampa Bay,Top 25
1124,American League,2013,2,Chris Sale,Complete Games,4,Chicago,Top 25
1125,American League,2013,3,Anibal Sanchez,ERA,2.57,Detroit,Top 25
1126,American League,2013,4,Joel Peralta,Games,80,Tampa Bay,Top 25
1127,American League,2013,5,Jim Johnson,Saves,50,Baltimore,Top 25
1128,American League,2013,6,Bartolo Colon,Shutouts,3,Oakland,Top 25
1129,American League,2013,7,Justin Masterson,Shutouts,3,Cleveland,Top 25
1130,American League,2013,8,Yu Darvish,Strikeouts,277,Texas,Top 25
1131,American League,2013,9,Max Scherzer,Winning Percentage,.875,Detroit,Top 25
1132,American League,2014,1,Dallas Keuchel,Complete Games,5,Houston,Top 25
1133,American League,2014,2,Felix Hernandez,ERA,2.14,Seattle,Top 25
1134,American League,2014,3,Bryan Shaw,Games,80,Cleveland,Top 25
1135,American League,2014,4,Fernando Rodney,Saves,48,Seattle,Top 25
1136,American League,2014,5,Rick Porcello,Shutouts,3,Detroit,Top 25
1137,American League,2014,6,David Price,Strikeouts,271,Tampa Bay / Detroit,Top 25
1138,American League,2014,7,Max Scherzer,Winning Percentage,.783,Detroit,Top 25
1139,American League,2014,8,Corey Kluber,Wins,18,Texas,Top 25
1140,American League,2014,9,Max Scherzer,Wins,18,Detroit,Top 25
1141,American League,2014,10,Jered Weaver,Wins,18,Los Angeles,Top 25
1142,American League,2015,1,Mark Buehrle,Complete Games,4,Toronto,Top 25
1143,American League,2015,2,Corey Kluber,Complete Games,4,Cleveland,Top 25
1144,American League,2015,3,David Price,ERA,2.45,Detroit / Toronto,Top 25
1145,American League,2015,4,Kevin Jepsen,Games,75,Tampa Bay / Minnesota,Top 25
1146,American League,2015,5,Brad Boxberger,Saves,41,Tampa Bay,Top 25
1147,American League,2015,6,Sonny Gray,Shutouts,2,Oakland,Top 25
1148,American League,2015,7,Felix Hernandez,Shutouts,2,Seattle,Top 25
1149,American League,2015,8,Dallas Keuchel,Shutouts,2,Houston,Top 25
1150,American League,2015,9,Mike Montgomery,Shutouts,2,Seattle,Top 25
1151,American League,2015,10,Jeff Samardzija,Shutouts,2,Chicago,Top 25
1152,American League,2015,11,Chris Sale,Strikeouts,274,Chicago,Top 25
1153,American League,2015,12,David Price,Winning Percentage,.783,Detroit / Toronto,Top 25
1154,American League,2016,1,Chris Sale,Complete Games,6,Chicago,Top 25
1155,American League,2016,2,Aaron Sanchez,ERA,3.00,Toronto,Top 25
1156,American League,2016,3,Bryan Shaw,Games,75,Cleveland,Top 25
1157,American League,2016,4,Zach Britton,Saves,47,Baltimore,Top 25
1158,American League,2016,5,Corey Kluber,Shutouts,2,Cleveland,Top 25
1159,American League,2016,6,Justin Verlander,Strikeouts,254,Detroit,Top 25
1160,American League,2016,7,Aaron Sanchez,Winning Percentage,.882,Toronto,Top 25
1161,American League,2017,1,Corey Kluber,Complete Games,5,Cleveland Indians,Top 25
1162,American League,2017,2,Ervin Santana,Complete Games,5,Minnesota Twins,Top 25
1163,American League,2017,3,Corey Kluber,ERA,2.25,Cleveland Indians,Top 25
1164,American League,2017,4,Bryan Shaw,Games,79,Cleveland Indians,Top 25
1165,American League,2017,5,Alex Colome,Saves,46,Tampa Bay Rays,Top 25
1166,American League,2017,6,Corey Kluber,Shutouts,3,Cleveland Indians,Top 25
1167,American League,2017,7,Ervin Santana,Shutouts,3,Minnesota Twins,Top 25
1168,American League,2017,8,Chris Sale,Strikeouts,308,Boston Red Sox,Top 25
1169,American League,2017,9,Corey Kluber,Winning Percentage,.818,Cleveland Indians,Top 25
1170,American League,2017,10,Carlos Carrasco,Wins,18,Cleveland Indians,Top 25
1171,American League,2017,11,Corey Kluber,Wins,18,Cleveland Indians,Top 25
1172,American League,2017,12,Jason Vargas,Wins,18,Kansas City Royals,Top 25
1173,American League,2018,1,Jose Berrios,Complete Games,2,Minnesota Twins,Top 25
1174,American League,2018,2,Carlos Carrasco,Complete Games,2,Cleveland Indians,Top 25
1175,American League,2018,3,Corey Kluber,Complete Games,2,Cleveland Indians,Top 25
1176,American League,2018,4,James Paxton,Complete Games,2,Seattle Mariners,Top 25
1177,American League,2018,5,Blake Snell,ERA,1.89,Tampa Bay Rays,Top 25
1178,American League,2018,6,Ryan Pressly,Games,77,Minnesota Twins,Top 25
1179,American League,2018,7,Ryan Pressly,Games,77,Houston Astros,Top 25
1180,American League,2018,8,Edwin Diaz,Saves,57,Seattle Mariners,Top 25
1181,American League,2018,9,Jose Berrios,Shutouts,1,Minnesota Twins,Top 25
1182,American League,2018,10,Mike Clevinger,Shutouts,1,Cleveland Indians,Top 25
1183,American League,2018,11,Gerrit Cole,Shutouts,1,Houston Astros,Top 25
1184,American League,2018,12,Andrew Heaney,Shutouts,1,Los Angeles Angels,Top 25
1185,American League,2018,13,Corey Kluber,Shutouts,1,Cleveland Indians,Top 25
1186,American League,2018,14,Sean Manaea,Shutouts,1,Oakland Athletics,Top 25
1187,American League,2018,15,Daniel Mengden,Shutouts,1,Oakland Athletics,Top 25
1188,American League,2018,16,James Paxton,Shutouts,1,Seattle Mariners,Top 25
1189,American League,2018,17,Luis Severino,Shutouts,1,New York Yankees,Top 25
1190,American League,2018,18,Masahiro Tanaka,Shutouts,1,New York Yankees,Top 25
1191,American League,2018,19,Justin Verlander,Shutouts,1,Houston Astros,Top 25
1192,American League,2018,20,Justin Verlander,Strikeouts,290,Houston Astros,Top 25
1193,American League,2018,21,Charlie Morton,Winning Percentage,.833,Houston Astros,Top 25
1194,American League,2018,22,Blake Snell,Wins,21,Tampa Bay Rays,Top 25
1195,American League,2019,1,Shane Bieber,Complete Games,3,Cleveland Indians,Top 25
1196,American League,2019,2,Lucas Giolito,Complete Games,3,Chicago White Sox,Top 25
1197,American League,2019,3,Gerrit Cole,ERA,2.50,Houston Astros,Top 25
1198,American League,2019,4,Yusmeiro Petit,Games,80,Oakland Athletics,Top 25
1199,American League,2019,5,Roberto Osuna,Saves,38,Houston Astros,Top 25
1200,American League,2019,6,Shane Bieber,Shutouts,2,Cleveland Indians,Top 25
1201,American League,2019,7,Lucas Giolito,Shutouts,2,Chicago White Sox,Top 25
1202,American League,2019,8,Gerrit Cole,Strikeouts,326,Houston Astros,Top 25
1203,American League,2019,9,Gerrit Cole,Winning Percentage,.800,Houston Astros,Top 25
1204,American League,2020,1,Gerrit Cole,Complete Games,2,New York Yankees,Top 25
1205,American League,2020,2,Shane Bieber,ERA,1.63,Cleveland Indians,Top 25
1206,American League,2020,3,Scott Barlow,Games,32,Kansas City Royals,Top 25
1207,American League,2020,4,Brad Hand,Saves,16,Cleveland Indians,Top 25
1208,American League,2020,5,Gerrit Cole,Shutouts,1,New York Yankees,Top 25
1209,American League,2020,6,Kyle Gibson,Shutouts,1,Texas Rangers,Top 25
1210,American League,2020,7,Lucas Giolito,Shutouts,1,Chicago White Sox,Top 25
1211,American League,2020,8,Brad Keller,Shutouts,1,Kansas City Royals,Top 25
1212,American League,2020,9,Mike Minor,Shutouts,1,Oakland Athletics,Top 25
1213,American League,2020,10,Shane Bieber,Strikeouts,122,Cleveland Indians,Top 25
1214,American League,2020,11,Shane Bieber,Winning Percentage,.889,Cleveland Indians,Top 25
1215,American League,2020,12,Shane Bieber,Wins,8,Cleveland Indians,Top 25
1216,American League,2021,1,Gerrit Cole,Complete Games,2,New York Yankees,Top 25
1217,American League,2021,2,Sean Manaea,Complete Games,2,Oakland Athletics,Top 25
1218,American League,2021,3,Robbie Ray,ERA,2.84,Toronto Blue Jays,Top 25
1219,American League,2021,4,Bryan Shaw,Games,81,Cleveland Indians,Top 25
1220,American League,2021,5,Liam Hendriks,Saves,38,Chicago White Sox,Top 25
1221,American League,2021,6,Sean Manaea,Shutouts,2,Oakland Athletics,Top 25
1222,American League,2021,7,Robbie Ray,Strikeouts,248,Toronto Blue Jays,Top 25
1223,American League,2021,8,"Lance McCullers, Jr.",Winning Percentage,.722,Houston Astros,Top 25
1224,American League,2021,9,Gerrit Cole,Wins,16,New York Yankees,Top 25
1225,American League,2022,1,Framber Valdez,Complete Games,3,Houston Astros,Top 25
1226,American League,2022,2,Justin Verlander,ERA,1.75,Houston Astros,Top 25
1227,American League,2022,3,Adam Cimber,Games,77,Toronto Blue Jays,Top 25
1228,American League,2022,4,Emmanuel Clase,Games,77,Cleveland Guardians,Top 25
1229,American League,2022,5,Emmanuel Clase,Saves,42,Cleveland Guardians,Top 25
1230,American League,2022,6,Dylan Cease,Shutouts,1,Chicago White Sox,Top 25
1231,American League,2022,7,Nestor Cortes,Shutouts,1,New York Yankees,Top 25
1232,American League,2022,8,Reid Detmers,Shutouts,1,Los Angeles Angels,Top 25
1233,American League,2022,9,Nathan Eovaldi,Shutouts,1,Boston Red Sox,Top 25
1234,American League,2022,10,Dean Kremer,Shutouts,1,Baltimore Orioles,Top 25
1235,American League,2022,11,Martín Pérez,Shutouts,1,Texas Rangers,Top 25
1236,American League,2022,12,Patrick Sandoval,Shutouts,1,Los Angeles Angels,Top 25
1237,American League,2022,13,Framber Valdez,Shutouts,1,Houston Astros,Top 25
1238,American League,2022,14,Michael Wacha,Shutouts,1,Boston Red Sox,Top 25
1239,American League,2022,15,Corbin Burnes,Strikeouts,243,Milwaukee Brewers,Top 25
1240,American League,2022,16,Justin Verlander,Winning Percentage,.818,Houston Astros,Top 25
1241,American League,2022,17,Justin Verlander,Wins,18,Houston Astros,Top 25
1242,American League,2023,1,Jordan Lyles,Complete Games,3,Kansas City Royals,Top 25
1243,American League,2023,2,Gerrit Cole,ERA,2.63,New York Yankees,Top 25
1244,American League,2023,3,Matt Brash,Games,78,Seattle Mariners,Top 25
1245,American League,2023,4,Emmanuel Clase,Saves,44,Cleveland Guardians,Top 25
1246,American League,2023,5,Gerrit Cole,Shutouts,2,New York Yankees,Top 25
1247,American League,2023,6,Framber Valdez,Shutouts,2,Houston Astros,Top 25
1248,American League,2023,7,Kevin Gausman,Strikeouts,237,Toronto Blue Jays,Top 25
1249,American League,2023,8,Gerrit Cole,Winning Percentage,.789,New York Yankees,Top 25
1250,American League,2023,9,Chris Bassitt,Wins,16,Toronto Blue Jays,Top 25
1251,American League,2023,10,Zach Eflin,Wins,16,Tampa Bay Rays,Top 25
1252,American League,2024,1,Kevin Gausman,Complete Games,2,Toronto,Top 25
1253,American League,2024,2,Tarik Skubal,ERA,2.39,Detroit,Top 25
1254,American League,2024,3,T.J. McFarland,Games,79,Oakland,Top 25
1255,American League,2024,4,Emmanuel Clase,Saves,47,Cleveland,Top 25
1256,American League,2024,5,Ronel Blanco,Shutouts,1,Houston,Top 25
1257,American League,2024,6,Joey Estes,Shutouts,1,Oakland,Top 25
1258,American League,2024,7,Kevin Gausman,Shutouts,1,Toronto,Top 25
1259,American League,2024,8,Tanner Houck,Shutouts,1,Boston,Top 25
1260,American League,2024,9,Keider Montero,Shutouts,1,Detroit,Top 25
1261,American League,2024,10,Tarik Skubal,Strikeouts,228,Detroit,Top 25
1262,American League,2024,11,Tarik Skubal,Winning Percentage,.818,Detroit,Top 25
1263,American League,2024,12,Tarik Skubal,Wins,18,Detroit,Top 25
1264,American League,2025,1,Tanner Bibee,Complete Games,2,Cleveland,Top 25
1265,American League,2025,2,Framber Valdez,Complete Games,2,Houston,Top 25
1266,American League,2025,3,Tarik Skubal,ERA,2.21,Detroit,Top 25
1267,American League,2025,4,Brendon Little,Games,79,Toronto,Top 25
1268,American League,2025,5,Carlos Estévez,Saves,42,Kansas City,Top 25
1269,American League,2025,6,Tanner Bibee,Shutouts,1,Cleveland,Top 25
1270,American League,2025,7,Garrett Crochet,Shutouts,1,Boston,Top 25
1271,American League,2025,8,Nathan Eovaldi,Shutouts,1,Texas,Top 25
1272,American League,2025,9,Kevin Gausman,Shutouts,1,Toronto,Top 25
1273,American League,2025,10,Tarik Skubal,Shutouts,1,Detroit,Top 25
1274,American League,2025,11,Garrett Crochet,Strikeouts,255,Boston,Top 25
1275,American League,2025,12,Max Fried,Winning Percentage,.792,New York,Top 25
1276,American League,2025,13,Max Fried,Wins,19,New York,Top 25
1277,Federal League,1914,1,Claude Hendrix,Complete Games,34,Chicago,Top 25
1278,Federal League,1914,2,Claude Hendrix,ERA,1.69,Chicago,Top 25
1279,Federal League,1914,3,Cy Falkenberg,Games,49,Indianapolis,Top 25
1280,Federal League,1914,4,Claude Hendrix,Games,49,Chicago,Top 25
1281,Federal League,1914,5,Russ Ford,Saves,6,Buffalo,Top 25
1282,Federal League,1914,6,Cy Falkenberg,Shutouts,9,Indianapolis,Top 25
1283,Federal League,1914,7,Cy Falkenberg,Strikeouts,236,Indianapolis,Top 25
1284,Federal League,1914,8,Russ Ford,Winning Percentage,.778,Buffalo,Top 25
1285,Federal League,1914,9,Claude Hendrix,Wins,29,Chicago,Top 25
1286,Federal League,1915,1,Dave Davenport,Complete Games,30,St.Louis,Top 25
1287,Federal League,1915,2,Earl Moseley,ERA,1.91,Newark,Top 25
1288,Federal League,1915,3,Dave Davenport,Games,55,St.Louis,Top 25
1289,Federal League,1915,4,Hugh Bedient,Saves,10,Buffalo,Top 25
1290,Federal League,1915,5,Dave Davenport,Shutouts,10,St.Louis,Top 25
1291,Federal League,1915,6,Dave Davenport,Strikeouts,229,St.Louis,Top 25
1292,Federal League,1915,7,GeorgeMcConnell,Winning Percentage,.714,Chicago,Top 25
1293,Federal League,1915,8,GeorgeMcConnell,Wins,25,Chicago,Top 25
1294,National League,1876,1,Jim Devlin,Complete Games,66,Louisville,Top 25
1295,National League,1876,2,George Bradley,ERA,1.23,St. Louis,Top 25
1296,National League,1876,3,Jim Devlin,Games,68,Louisville,Top 25
1297,National League,1876,4,Jack Manning,Saves,5,Boston,Top 25
1298,National League,1876,5,George Bradley,Shutouts,16,St. Louis,Top 25
1299,National League,1876,6,Jim Devlin,Strikeouts,122,Louisville,Top 25
1300,National League,1876,7,Al Spalding,Winning Percentage,.797,Chicago,Top 25
1301,National League,1876,8,Al Spalding,Wins,47,Chicago,Top 25
1302,National League,1877,1,Jim Devlin,Complete Games,61,Louisville,Top 25
1303,National League,1877,2,Tommy Bond,ERA,2.11,Boston,Top 25
1304,National League,1877,3,Jim Devlin,Games,61,Louisville,Top 25
1305,National League,1877,4,Cal McVey,Saves,2,Chicago,Top 25
1306,National League,1877,5,Tommy Bond,Shutouts,6,Boston,Top 25
1307,National League,1877,6,Tommy Bond,Strikeouts,170,Boston,Top 25
1308,National League,1877,7,Tommy Bond,Winning Percentage,.702,Boston,Top 25
1309,National League,1877,8,Tommy Bond,Wins,40,Boston,Top 25
1310,National League,1878,1,Tommy Bond,Complete Games,57,Boston,Top 25
1311,National League,1878,2,John Ward,ERA,1.51,Providence,Top 25
1312,National League,1878,3,Tommy Bond,Games,59,Boston,Top 25
1313,National League,1878,4,Tom Healey,Saves,2,Providence,Top 25
1314,National League,1878,5,Tom Healey,Saves,2,Indianapolis,Top 25
1315,National League,1878,6,Tommy Bond,Shutouts,9,Boston,Top 25
1316,National League,1878,7,Tommy Bond,Strikeouts,182,Boston,Top 25
1317,National League,1878,8,Harry Wheeler,Winning Percentage,.857,Providence,Top 25
1318,National League,1878,9,Tommy Bond,Wins,40,Boston,Top 25
1319,National League,1879,1,Will White,Complete Games,75,Cincinnati,Top 25
1320,National League,1879,2,Tommy Bond,ERA,1.96,Boston,Top 25
1321,National League,1879,3,Will White,Games,76,Cincinnati,Top 25
1322,National League,1879,4,Bobby Mathews,Saves,2,Providence,Top 25
1323,National League,1879,5,John Ward,Saves,2,Providence,Top 25
1324,National League,1879,6,Tommy Bond,Shutouts,11,Boston,Top 25
1325,National League,1879,7,John Ward,Strikeouts,239,Providence,Top 25
1326,National League,1879,8,John Ward,Winning Percentage,.712,Providence,Top 25
1327,National League,1879,9,John Ward,Wins,47,Providence,Top 25
1328,National League,1880,1,Jim McCormick,Complete Games,72,Cleveland,Top 25
1329,National League,1880,2,Tim Keefe,ERA,0.86,Troy,Top 25
1330,National League,1880,3,Jim McCormick,Games,74,Cleveland,Top 25
1331,National League,1880,4,Lee Richmond,Games,74,Worcester,Top 25
1332,National League,1880,5,Lee Richmond,Saves,3,Worcester,Top 25
1333,National League,1880,6,John Ward,Shutouts,8,Providence,Top 25
1334,National League,1880,7,Larry Corcoran,Strikeouts,268,Chicago,Top 25
