id,league,year,year_id,Division,Games Behind,Payroll,Splits,Strike Splits,Team,Total Loses,Total Ties,Total Wins,Winning Percentage
1077,American League,2006,8,,6,"$102,750,667",,,Chicago White Sox,72,0,90,.556
1078,American League,2006,9,,18,"$56,031,500",,,Cleveland Indians,84,0,78,.481
1079,American League,2006,10,,34,"$47,294,000",,,Kansas City Royals,100,0,62,.383
1080,American League,2006,11,West,--,"$62,243,079",,,Oakland Athletics,69,0,93,.574
1081,American League,2006,12,West,4,"$103,472,000",,,Los Angeles Angels,73,0,89,.549
1082,American League,2006,13,West,13,"$68,228,662",,,Texas Rangers,82,0,80,.494
1083,American League,2006,14,West,15,"$87,959,833",,,Seattle Mariners,84,0,78,.481
1084,American League,2007,1,East,--,"$143,026,214",,,Boston Red Sox,66,0,96,.593
1085,American League,2007,2,East,2,"$189,639,045",,,New York Yankees,68,0,94,.580
1086,American League,2007,3,East,13,"$81,942,800",,,Toronto Blue Jays,79,0,83,.512
1087,American League,2007,4,East,27,"$93,554,808",,,Baltimore Orioles,93,0,69,.426
1088,American League,2007,5,East,30,"$24,123,500",,,Tampa Bay Devil Rays,96,0,66,.407
1089,American League,2007,6,,--,"$61,673,267",,,Cleveland Indians,66,0,96,.593
1090,American League,2007,7,,8,"$95,180,369",,,Detroit Tigers,74,0,88,.543
1091,American League,2007,8,,17,"$71,439,500",,,Minnesota Twins,83,0,79,.488
1092,American League,2007,9,,24,"$108,671,833",,,Chicago White Sox,90,0,72,.444
1093,American League,2007,10,,27,"$67,116,500",,,Kansas City Royals,93,0,69,.426
1094,American League,2007,11,West,--,"$109,251,333",,,Los Angeles Angels,68,0,94,.580
1095,American League,2007,12,West,6,"$106,460,833",,,Seattle Mariners,74,0,88,.543
1096,American League,2007,13,West,18,"$79,366,940",,,Oakland Athletics,86,0,76,.469
1097,American League,2007,14,West,19,"$68,318,675",,,Texas Rangers,87,0,75,.463
1098,American League,2008,1,East,--,"$43,820,598",,,Tampa Bay Rays,65,0,97,.599
1099,American League,2008,2,East,2,"$133,440,037",,,Boston Red Sox,67,0,95,.586
1100,American League,2008,3,East,8,"$209,081,579",,,New York Yankees,73,0,89,.549
1101,American League,2008,4,East,11,"$98,641,957",,,Toronto Blue Jays,76,0,86,.531
1102,American League,2008,5,East,28½,"$67,196,248",,,Baltimore Orioles,93,0,68,.422
1103,American League,2008,6,,--,"$121,152,667",,,Chicago White Sox,74,0,89,.546
1104,American League,2008,7,,1,"$62,182,767",,,Minnesota Twins,75,0,88,.540
1105,American League,2008,8,,7½,"$78,970,067",,,Cleveland Indians,81,0,81,.500
1106,American League,2008,9,,13½,"$58,245,500",,,Kansas City Royals,87,0,75,.463
1107,American League,2008,10,,14½,"$138,685,197",,,Detroit Tigers,88,0,74,.457
1108,American League,2008,11,West,--,"$119,216,333",,,Los Angeles Angels,62,0,100,.617
1109,American League,2008,12,West,21,"$68,239,551",,,Texas Rangers,83,0,79,.488
1110,American League,2008,13,West,24½,"$47,967,126",,,Oakland Athletics,86,0,75,.466
1111,American League,2008,14,West,39,"$117,993,982",,,Seattle Mariners,101,0,61,.377
1112,American League,2009,1,New York Yankees,"$201,449,189",,,,103,0,.636,59,--
1113,American League,2009,2,Boston Red Sox,"$121,745,999",,,,95,0,.586,67,8
1114,American League,2009,3,Tampa Bay Rays,"$63,313,034",,,,84,0,.519,78,19
1115,American League,2009,4,Toronto Blue Jays,"$80,538,300",,,,75,0,.463,87,28
1116,American League,2009,5,Baltimore Orioles,"$67,101,666",,,,64,0,.395,98,39
1117,American League,2009,6,Minnesota Twins,"$65,299,266",,,,87,0,.534,76,--
1118,American League,2009,7,Detroit Tigers,"$115,085,145",,,,86,0,.528,77,1
1119,American League,2009,8,Chicago White Sox,"$96,068,500",,,,79,0,.488,83,7½
1120,American League,2009,9,Cleveland Indians,"$81,579,166",,,,65,0,.401,97,21½
1121,American League,2009,10,Kansas City Royals,"$70,519,333",,,,65,0,.401,97,21½
1122,American League,2009,11,Los Angeles Angels,"$113,709,000",,,,97,0,.599,65,--
1123,American League,2009,12,Texas Rangers,"$68,178,798",,,,87,0,.537,75,10
1124,American League,2009,13,Seattle Mariners,"$98,904,166",,,,85,0,.525,77,12
1125,American League,2009,14,Oakland Athletics,"$62,310,000",,,,75,0,.463,87,22
1126,American League,2010,1,East,--,"$71,923,471",,,Tampa Bay Rays,66,0,96,.593
1127,American League,2010,2,East,1,"$206,333,389",,,New York Yankees,67,0,95,.586
1128,American League,2010,3,East,7,"$162,747,333",,,Boston Red Sox,73,0,89,.549
1129,American League,2010,4,East,11,"$62,689,357",,,Toronto Blue Jays,77,0,85,.525
1130,American League,2010,5,East,30,"$81,612,500",,,Baltimore Orioles,96,0,66,.407
1131,American League,2010,6,,--,"$97,559,167",,,Minnesota Twins,68,0,94,.580
1132,American League,2010,7,,6,"$108,273,197",,,Chicago White Sox,74,0,88,.543
1133,American League,2010,8,,13,"$122,864,929",,,Detroit Tigers,81,0,81,.500
1134,American League,2010,9,,25,"$61,203,967",,,Cleveland Indians,93,0,69,.426
1135,American League,2010,10,,27,"$72,267,710",,,Kansas City Royals,95,0,67,.414
1136,American League,2010,11,West,--,"$55,250,545",,,Texas Rangers,72,0,90,.556
1137,American League,2010,12,West,9,"$51,654,900",,,Oakland Athletics,81,0,81,.500
1138,American League,2010,13,West,10,"$105,013,667",,,Los Angeles Angels,82,0,80,.494
1139,American League,2010,14,West,29,"$98,376,667",,,Seattle Mariners,101,0,61,.377
1140,American League,2011,1,East,--,"$202,689,028",,,New York Yankees,65,0,97,.599
1141,American League,2011,2,East,6,"$41,053,571",,,Tampa Bay Rays,71,0,91,.562
1142,American League,2011,3,East,7,"$161,762,475",,,Boston Red Sox,72,0,90,.556
1143,American League,2011,4,East,16,"$62,567,800",,,Toronto Blue Jays,81,0,81,.500
1144,American League,2011,5,East,28,"$85,304,038",,,Baltimore Orioles,93,0,69,.426
1145,American League,2011,6,,--,"$105,700,231",,,Detroit Tigers,67,0,95,.586
1146,American League,2011,7,,15,"$49,190,566",,,Cleveland Indians,82,0,80,.494
1147,American League,2011,8,,16,"$127,789,000",,,Chicago White Sox,83,0,79,.488
1148,American League,2011,9,,24,"$36,126,000",,,Kansas City Royals,91,0,71,.438
1149,American League,2011,10,,32,"$112,737,000",,,Minnesota Twins,99,0,63,.389
1150,American League,2011,11,West,--,"$92,299,264",,,Texas Rangers,66,0,96,.593
1151,American League,2011,12,West,10,"$138,543,166",,,Los Angeles Angels,76,0,86,.531
1152,American League,2011,13,West,22,"$66,536,500",,,Oakland Athletics,88,0,74,.457
1153,American League,2011,14,West,29,"$86,524,600",,,Seattle Mariners,95,0,67,.414
1154,American League,2012,1,East,--,"$197,962,289",,,New York Yankees,67,0,95,.586
1155,American League,2012,2,East,2,"$81,428,999",,,Baltimore Orioles,69,0,93,.574
1156,American League,2012,3,East,5,"$64,173,500",,,Tampa Bay Rays,72,0,90,.556
1157,American League,2012,4,East,22,"$75,489,200",,,Toronto Blue Jays,89,0,73,.451
1158,American League,2012,5,East,26,"$173,186,617",,,Boston Red Sox,93,0,69,.426
1159,American League,2012,6,,--,"$132,300,000",,,Detroit Tigers,74,0,88,.543
1160,American League,2012,7,,3,"$96,919,500",,,Chicago White Sox,77,0,85,.525
1161,American League,2012,8,,16,"$60,916,225",,,Kansas City Royals,90,0,72,.444
1162,American League,2012,9,,20,"$78,430,300",,,Cleveland Indians,94,0,68,.420
1163,American League,2012,10,,22,"$94,085,000",,,Minnesota Twins,96,0,66,.407
1164,American League,2012,11,West,--,"$55,372,500",,,Oakland Athletics,68,0,94,.580
1165,American League,2012,12,West,1,"$120,510,974",,,Texas Rangers,69,0,93,.574
1166,American League,2012,13,West,5,"$154,485,166",,,Los Angeles Angels,73,0,89,.549
1167,American League,2012,14,West,19,"$81,978,100",,,Seattle Mariners,87,0,75,.463
1168,American League,2013,1,Boston Red Sox,$,,,,97,0,.599,65,--
1169,American League,2013,2,Tampa Bay Rays,$,,,,92,0,.564,71,5½
1170,American League,2013,3,Baltimore Orioles,$,,,,85,0,.525,77,12
1171,American League,2013,4,New York Yankees,$,,,,85,0,.525,77,12
1172,American League,2013,5,Toronto Blue Jays,$,,,,74,0,.457,88,23
1173,American League,2013,6,Detroit Tigers,$,,,,93,0,.574,69,--
1174,American League,2013,7,Cleveland Indians,$,,,,92,0,.568,70,1
1175,American League,2013,8,Kansas City Royals,$,,,,86,0,.531,76,7
1176,American League,2013,9,Minnesota Twins,$,,,,66,0,.407,96,27
1177,American League,2013,10,Chicago White Sox,$,,,,63,0,.389,99,30
1178,American League,2013,11,Oakland Athletics,$,,,,96,0,.593,66,--
1179,American League,2013,12,Texas Rangers,$,,,,91,0,.558,72,5½
1180,American League,2013,13,Los Angeles Angels,$,,,,78,0,.481,84,18
1181,American League,2013,14,Seattle Mariners,$,,,,71,0,.438,91,25
1182,American League,2013,15,Houston Astros,$,,,,51,0,.315,111,45
1183,American League,2014,1,East,--,"$107,406,623",,,Baltimore Orioles,66,0,96,.593
1184,American League,2014,2,East,12,"$203,812,506",,,New York Yankees,78,0,84,.518
1185,American League,2014,3,East,13,"$132,628,700",,,Toronto Blue Jays,79,0,83,.512
1186,American League,2014,4,East,19,"$77,062,891",,,Tampa Bay Rays,85,0,77,.475
1187,American League,2014,5,East,25,"$162,817,411",,,Boston Red Sox,91,0,71,.438
1188,American League,2014,6,,--,"$162,228,527",,,Detroit Tigers,72,0,90,.556
1189,American League,2014,7,,1,"$92,034,345",,,Kansas City Royals,73,0,89,.549
1190,American League,2014,8,,5,"$82,534,800",,,Cleveland Indians,77,0,85,.525
1191,American League,2014,9,,17,"$91,159,254",,,Chicago White Sox,89,0,73,.451
1192,American League,2014,10,,20,"$85,776,500",,,Minnesota Twins,92,0,70,.432
1193,American League,2014,11,West,--,"$155,692,000",,,Los Angeles Angels,64,0,98,.605
1194,American League,2014,12,West,10,"$83,401,400",,,Oakland Athletics,74,0,88,.543
1195,American League,2014,13,West,11,"$92,081,943",,,Seattle Mariners,75,0,87,.537
1196,American League,2014,14,West,28,"$44,544,174",,,Houston Astros,92,0,70,.432
1197,American League,2014,15,West,31,"$136,036,172",,,Texas Rangers,95,0,67,.414
1198,American League,2015,1,Toronto Blue Jays,,,,,93,0,.574,69,--
1199,American League,2015,2,New York Yankees,,,,,87,0,.537,75,6
1200,American League,2015,3,Baltimore Orioles,,,,,81,0,.500,81,12
1201,American League,2015,4,Tampa Bay Rays,,,,,80,0,.494,82,13
1202,American League,2015,5,Boston Red Sox,,,,,78,0,.481,84,15
1203,American League,2015,6,Kansas City Royals,,,,,95,0,.586,67,--
1204,American League,2015,7,Minnesota Twins,,,,,83,0,.512,79,12
1205,American League,2015,8,Cleveland Indians,,,,,81,0,.503,80,13½
1206,American League,2015,9,Chicago White Sox,,,,,76,0,.469,86,19
1207,American League,2015,10,Detroit Tigers,,,,,74,0,.460,87,20½
1208,American League,2015,11,Texas Rangers,,,,,88,0,.543,74,--
1209,American League,2015,12,Houston Astros,,,,,86,0,.531,76,2
1210,American League,2015,13,Los Angeles Angels,,,,,85,0,.525,77,3
1211,American League,2015,14,Seattle Mariners,,,,,76,0,.469,86,12
1212,American League,2015,15,Oakland Athletics,,,,,68,0,.420,94,20
1213,American League,2016,1,Boston Red Sox,$,,,,93,0,.574,69,--
1214,American League,2016,2,Baltimore Orioles,$,,,,89,0,.549,73,4
1215,American League,2016,3,Toronto Blue Jays,$,,,,89,0,.549,73,4
1216,American League,2016,4,New York Yankees,$,,,,84,0,.519,78,9
1217,American League,2016,5,Tampa Bay Rays,$,,,,68,0,.420,94,25
1218,American League,2016,6,Cleveland Indians,$,,,,94,0,.584,67,--
1219,American League,2016,7,Detroit Tigers,$,,,,86,0,.534,75,8
1220,American League,2016,8,Kansas City Royals,$,,,,81,0,.500,81,13.5
1221,American League,2016,9,Chicago White Sox,$,,,,78,0,.481,84,16.5
1222,American League,2016,10,Minnesota Twins,$,,,,59,0,.364,103,35.5
1223,American League,2016,11,Texas Rangers,$,,,,95,0,.586,67,--
1224,American League,2016,12,Seattle Mariners,$,,,,86,0,.531,76,9
1225,American League,2016,13,Houston Astros,$,,,,84,0,.519,78,11
1226,American League,2016,14,Los Angeles Angels,$,,,,74,0,.457,88,21
1227,American League,2016,15,Oakland Athletics,$,,,,69,0,.426,93,26
1228,American League,2017,1,East,--,,,,Boston Red Sox,69,0,93,.574
1229,American League,2017,2,East,2.0,,,,New York Yankees,71,0,91,.562
1230,American League,2017,3,East,13.0,,,,Tampa Bay Rays,82,0,80,.494
1231,American League,2017,4,East,17.0,,,,Toronto Blue Jays,86,0,76,.469
1232,American League,2017,5,East,18.0,,,,Baltimore Orioles,87,0,75,.463
1233,American League,2017,6,,--,,,,Cleveland Indians,60,0,102,.630
1234,American League,2017,7,,17.0,,,,Minnesota Twins,77,0,85,.525
1235,American League,2017,8,,22.0,,,,Kansas City Royals,82,0,80,.494
1236,American League,2017,9,,35.0,,,,Chicago White Sox,95,0,67,.414
1237,American League,2017,10,,38.0,,,,Detroit Tigers,98,0,64,.395
1238,American League,2017,11,West,--,,,,Houston Astros,61,0,101,.623
1239,American League,2017,12,West,21.0,,,,Los Angeles Angels,82,0,80,.494
1240,American League,2017,13,West,23.0,,,,Seattle Mariners,84,0,78,.481
1241,American League,2017,14,West,23.0,,,,Texas Rangers,84,0,78,.481
1242,American League,2017,15,West,26.0,,,,Oakland Athletics,87,0,75,.463
1243,American League,2018,1,East,--,"$206,247,686",,,Boston Red Sox,54,0,108,.667
1244,American League,2018,2,East,8.0,"$161,305,917",,,New York Yankees,62,0,100,.617
1245,American League,2018,3,East,18.0,"$69,605,999",,,Tampa Bay Rays,72,0,90,.556
1246,American League,2018,4,East,35.0,"$164,122,200",,,Toronto Blue Jays,89,0,73,.451
1247,American League,2018,5,East,61.0,"$148,160,873",,,Baltimore Orioles,115,0,47,.290
1248,American League,2018,6,Cleveland Indians,"$136,652,167","$148,160,873",,,91,0,.562,71,--
1249,American League,2018,7,Minnesota Twins,"$129,560,000","$148,160,873",,,78,0,.481,84,13.0
1250,American League,2018,8,Detroit Tigers,"$111,286,000","$148,160,873",,,64,0,.395,98,27.0
1251,American League,2018,9,Chicago White Sox,"$86,050,333","$148,160,873",,,62,0,.383,100,29.0
1252,American League,2018,10,Kansas City Royals,"$115,483,116","$148,160,873",,,58,0,.358,104,33.0
1253,American League,2018,11,West,--,"$172,038,900",,,Houston Astros,59,0,103,.636
1254,American League,2018,12,West,6.0,"$62,652,500",,,Oakland Athletics,65,0,97,.599
1255,American League,2018,13,West,14.0,"$165,303,943",,,Seattle Mariners,73,0,89,.549
1256,American League,2018,14,West,23.0,"$171,248,332",,,Los Angeles Angels,82,0,80,.494
1257,American League,2018,15,West,36.0,"$128,821,249",,,Texas Rangers,95,0,67,.414
1258,American League,2019,1,New York Yankees,"$208,084,848",,,,103,0,.636,59,--
1259,American League,2019,2,Tampa Bay Rays,"$60,444,931",,,,96,0,.593,66,7.0
1260,American League,2019,3,Boston Red Sox,"$222,171,123",,,,84,0,.519,78,19.0
1261,American League,2019,4,Toronto Blue Jays,"$112,037,006",,,,67,0,.414,95,36.0
1262,American League,2019,5,Baltimore Orioles,"$72,722,906",,,,54,0,.333,108,49.0
1263,American League,2019,6,Minnesota Twins,"$121,276,933",,,,101,0,.623,61,--
1264,American League,2019,7,Cleveland Indians,"$119,241,701",,,,93,0,.574,69,8.0
1265,American League,2019,8,Chicago White Sox,"$89,354,534",,,,72,0,.447,89,28.5
1266,American League,2019,9,Kansas City Royals,"$100,658,316",,,,59,0,.364,103,42.0
1267,American League,2019,10,Detroit Tigers,"$116,478,400",,,,47,0,.292,114,53.5
1268,American League,2019,11,Houston Astros,"$160,774,666",,,,107,0,.660,55,--
1269,American League,2019,12,Oakland Athletics,"$92,318,333",,,,97,0,.599,65,10.0
1270,American League,2019,13,Texas Rangers,"$127,660,652",,,,78,0,.481,84,29.0
1271,American League,2019,14,Los Angeles Angels,"$159,378,583",,,,72,0,.444,90,35.0
1272,American League,2019,15,Seattle Mariners,"$150,906,143",,,,68,0,.420,94,39.0
1273,American League,2020,1,East,--,,,,Tampa Bay Rays,20,0,40,.667
1274,American League,2020,2,East,7.0,,,,New York Yankees,27,0,33,.550
1275,American League,2020,3,East,8.0,,,,Toronto Blue Jays,28,0,32,.533
1276,American League,2020,4,East,15.0,,,,Baltimore Orioles,35,0,25,.417
1277,American League,2020,5,East,16.0,,,,Boston Red Sox,36,0,24,.400
1278,American League,2020,6,,--,,,,Minnesota Twins,24,0,36,.600
1279,American League,2020,7,,1.0,,,,Chicago White Sox,25,0,35,.583
1280,American League,2020,8,,1.0,,,,Cleveland Indians,25,0,35,.583
1281,American League,2020,9,,10.0,,,,Kansas City Royals,34,0,26,.433
1282,American League,2020,10,,12.0,,,,Detroit Tigers,35,0,23,.397
1283,American League,2020,11,West,--,,,,Oakland Athletics,24,0,36,.600
1284,American League,2020,12,West,7.0,,,,Houston Astros,31,0,29,.483
1285,American League,2020,13,West,9.0,,,,Seattle Mariners,33,0,27,.450
1286,American League,2020,14,West,10.0,,,,Los Angeles Angels,34,0,26,.433
1287,American League,2020,15,West,14.0,,,,Texas Rangers,38,0,22,.367
1288,American League,2021,1,East,--,,,,Tampa Bay Rays,62,0,100,.617
1289,American League,2021,2,East,8.0,,,,Boston Red Sox,70,0,92,.568
1290,American League,2021,3,East,8.0,,,,New York Yankees,70,0,92,.568
1291,American League,2021,4,East,9.0,,,,Toronto Blue Jays,71,0,91,.562
1292,American League,2021,5,East,48.0,,,,Baltimore Orioles,110,0,52,.321
1293,American League,2021,6,,--,,,,Chicago White Sox,69,0,93,.586
1294,American League,2021,7,,13.0,,,,Cleveland Indians,82,0,80,.494
1295,American League,2021,8,,16.0,,,,Detroit Tigers,85,0,77,.475
1296,American League,2021,9,,19.0,,,,Kansas City Royals,88,0,74,.457
1297,American League,2021,10,,20.0,,,,Minnesota Twins,89,0,73,.451
1298,American League,2021,11,West,--,,,,Houston Astros,67,0,95,.586
1299,American League,2021,12,West,5.0,,,,Seattle Mariners,72,0,90,.556
1300,American League,2021,13,West,9.0,,,,Oakland Athletics,76,0,86,.531
1301,American League,2021,14,West,18.0,,,,Los Angeles Angels,85,0,77,.754
1302,American League,2021,15,West,35.0,,,,Texas Rangers,102,0,60,.370
1303,American League,2022,1,East,-,,,,New York Yankees,63,0,99,.611
1304,American League,2022,2,East,7.0,,,,Toronto Blue Jays,70,0,92,.568
1305,American League,2022,3,East,13.0,,,,Tampa Bay Rays,76,0,86,.531
1306,American League,2022,4,East,16.0,,,,Baltimore Orioles,79,0,83,.512
1307,American League,2022,5,East,21.0,,,,Boston Red Sox,84,0,78,.481
1308,American League,2022,6,,-,,,,Cleveland Guardians,70,0,92,.568
1309,American League,2022,7,,11.0,,,,Chicago White Sox,81,0,81,.500
1310,American League,2022,8,,14.0,,,,Minnesota Twins,84,0,78,.481
1311,American League,2022,9,,26.0,,,,Detroit Tigers,96,0,66,.407
1312,American League,2022,10,,27.0,,,,Kansas City Royals,97,0,65,.401
1313,American League,2022,11,West,-,,,,Houston Astros,56,0,106,.654
1314,American League,2022,12,West,16.0,,,,Seattle Mariners,72,0,90,.556
1315,American League,2022,13,West,33.0,,,,Los Angeles Angels,89,0,73,.451
1316,American League,2022,14,West,38.0,,,,Texas Rangers,94,0,68,.420
1317,American League,2022,15,West,46.0,,,,Oakland Athletics,102,0,60,.370
1318,American League,2023,1,East,-,,,,Baltimore Orioles,61,0,101,.623
1319,American League,2023,2,East,2.0,,,,Tampa Bay Rays,63,0,99,.611
1320,American League,2023,3,East,12.0,,,,Toronto Blue Jays,73,0,89,.549
