id,league,year,year_id,Earned Run Average,Statistic,Statistic Value,Team,Total Complete Games,Total Earned Runs,Total Games,Total Hit By Pitch,Total Hits,Total Hits Allowed,Total Home Runs,Total Innings Pitched,Total Loses,Total Runs,Total Sacrifice Hits,Total Save Opportunities,Total Saves,Total Shutouts,Total Strikeouts,Total Walks,Total Wins
1626,National League,1980,5,,Fewest Walks Allowed,451,Pittsburgh,,,,,,,,,,,,,,,,,
1627,National League,1980,6,,Saves,43,Pittsburgh,,,,,,,,,,,,,,,,,
1628,National League,1981,1,,Complete Games,26,Los Angeles,,,,,,,,,,,,,,,,,
1629,National League,1981,2,,ERA,2.67,Houston,,,,,,,,,,,,,,,,,
1630,National League,1981,3,,Fewest Hits Allowed,842,Houston,,,,,,,,,,,,,,,,,
1631,National League,1981,4,,Fewest Home Runs Allowed,40,Houston,,,,,,,,,,,,,,,,,
1632,National League,1981,5,,Fewest Walks Allowed,268,Montreal,,,,,,,,,,,,,,,,,
1633,National League,1981,6,,Saves,33,San Francisco,,,,,,,,,,,,,,,,,
1634,National League,1981,7,,Shutouts,19,Houston,,,,,,,,,,,,,,,,,
1635,National League,1982,1,,Complete Games,38,Philadelphia,,,,,,,,,,,,,,,,,
1636,National League,1982,2,,ERA,3.26,Los Angeles,,,,,,,,,,,,,,,,,
1637,National League,1982,3,,Fewest Hits Allowed,"1,338",Houston,,,,,,,,,,,,,,,,,
1638,National League,1982,4,,Fewest Home Runs Allowed,81,Los Angeles,,,,,,,,,,,,,,,,,
1639,National League,1982,5,,Fewest Walks Allowed,448,Montreal,,,,,,,,,,,,,,,,,
1640,National League,1982,6,,Saves,51,Atlanta,,,,,,,,,,,,,,,,,
1641,National League,1982,7,,Shutouts,16,Houston,,,,,,,,,,,,,,,,,
1642,National League,1982,8,,Shutouts,16,Los Angeles,,,,,,,,,,,,,,,,,
1643,National League,1982,9,,Strikeouts,"1,002",Philadelphia,,,,,,,,,,,,,,,,,
1644,National League,1983,1,,Complete Games,38,Montreal,,,,,,,,,,,,,,,,,
1645,National League,1983,2,,ERA,3.11,Los Angeles,,,,,,,,,,,,,,,,,
1646,National League,1983,3,,Fewest Hits Allowed,"1,276",Houston,,,,,,,,,,,,,,,,,
1647,National League,1983,4,,Fewest Home Runs Allowed,94,Houston,,,,,,,,,,,,,,,,,
1648,National League,1983,5,,Fewest Walks Allowed,464,Philadelphia,,,,,,,,,,,,,,,,,
1649,National League,1983,6,,Saves,48,Atlanta,,,,,,,,,,,,,,,,,
1650,National League,1983,7,,Saves,48,Houston,,,,,,,,,,,,,,,,,
1651,National League,1984,1,,Complete Games,39,Los Angeles,,,,,,,,,,,,,,,,,
1652,National League,1984,2,,ERA,3.11,Pittsburgh,,,,,,,,,,,,,,,,,
1653,National League,1984,3,,Fewest Hits Allowed,"1,327",San Diego,,,,,,,,,,,,,,,,,
1654,National League,1984,4,,Fewest Home Runs Allowed,76,Los Angeles,,,,,,,,,,,,,,,,,
1655,National League,1984,5,,Fewest Walks Allowed,442,Chicago,,,,,,,,,,,,,,,,,
1656,National League,1984,6,,Saves,51,St. Louis,,,,,,,,,,,,,,,,,
1657,National League,1985,1,,Complete Games,37,St. Louis,,,,,,,,,,,,,,,,,
1658,National League,1985,2,,ERA,2.96,Los Angeles,,,,,,,,,,,,,,,,,
1659,National League,1985,3,,Fewest Hits Allowed,"1,280",Los Angeles,,,,,,,,,,,,,,,,,
1660,National League,1985,4,,Fewest Home Runs Allowed,98,St. Louis,,,,,,,,,,,,,,,,,
1661,National League,1985,5,,Fewest Walks Allowed,443,San Diego,,,,,,,,,,,,,,,,,
1662,National League,1985,6,,Saves,53,Montreal,,,,,,,,,,,,,,,,,
1663,National League,1986,1,,Complete Games,35,Los Angeles,,,,,,,,,,,,,,,,,
1664,National League,1986,2,,ERA,3.11,New York,,,,,,,,,,,,,,,,,
1665,National League,1986,3,,Fewest Hits Allowed,"1,203",Houston,,,,,,,,,,,,,,,,,
1666,National League,1986,4,,Fewest Home Runs Allowed,103,New York,,,,,,,,,,,,,,,,,
1667,National League,1986,5,,Fewest Walks Allowed,485,St. Louis,,,,,,,,,,,,,,,,,
1668,National League,1986,6,,Saves,51,Houston,,,,,,,,,,,,,,,,,
1669,National League,1986,7,,Shutouts,19,Houston,,,,,,,,,,,,,,,,,
1670,National League,1987,1,,Complete Games,29,Los Angeles,,,,,,,,,,,,,,,,,
1671,National League,1987,2,,ERA,3.68,San Francisco,,,,,,,,,,,,,,,,,
1672,National League,1987,3,,Fewest Hits Allowed,"1,363",Houston,,,,,,,,,,,,,,,,,
1673,National League,1987,4,,Fewest Home Runs Allowed,129,St. Louis,,,,,,,,,,,,,,,,,
1674,National League,1987,5,,Fewest Walks Allowed,446,Montreal,,,,,,,,,,,,,,,,,
1675,National League,1987,6,,Saves,51,New York,,,,,,,,,,,,,,,,,
1676,National League,1987,7,,Shutouts,13,Houston,,,,,,,,,,,,,,,,,
1677,National League,1987,8,,Shutouts,13,Pittsburgh,,,,,,,,,,,,,,,,,
1678,National League,1988,1,,Complete Games,32,Los Angeles,,,,,,,,,,,,,,,,,
1679,National League,1988,2,,ERA,2.91,New York,,,,,,,,,,,,,,,,,
1680,National League,1988,3,,Fewest Hits Allowed,"1,253",New York,,,,,,,,,,,,,,,,,
1681,National League,1988,4,,Fewest Home Runs Allowed,78,New York,,,,,,,,,,,,,,,,,
1682,National League,1988,5,,Fewest Walks Allowed,404,New York,,,,,,,,,,,,,,,,,
1683,National League,1988,6,,Saves,49,Los Angeles,,,,,,,,,,,,,,,,,
1684,National League,1988,7,,Shutouts,24,Los Angeles,,,,,,,,,,,,,,,,,
1685,National League,1989,1,,Complete Games,25,Los Angeles,,,,,,,,,,,,,,,,,
1686,National League,1989,2,,ERA,2.95,Los Angeles,,,,,,,,,,,,,,,,,
1687,National League,1989,3,,Fewest Hits Allowed,"1,260",New York,,,,,,,,,,,,,,,,,
1688,National League,1989,4,,Fewest Home Runs Allowed,84,St. Louis,,,,,,,,,,,,,,,,,
1689,National League,1989,5,,Fewest Walks Allowed,468,Atlanta,,,,,,,,,,,,,,,,,
1690,National League,1989,6,,Saves,55,Chicago,,,,,,,,,,,,,,,,,
1691,National League,1989,7,,Shutouts,19,Los Angeles,,,,,,,,,,,,,,,,,
1692,National League,1990,1,,Complete Games,29,Los Angeles,,,,,,,,,,,,,,,,,
1693,National League,1990,2,,ERA,3.37,Montreal,,,,,,,,,,,,,,,,,
1694,National League,1990,3,,Fewest Hits Allowed,"1,338",Cincinnati,,,,,,,,,,,,,,,,,
1695,National League,1990,4,,Fewest Home Runs Allowed,98,St. Louis,,,,,,,,,,,,,,,,,
1696,National League,1990,5,,Fewest Walks Allowed,413,Pittsburgh,,,,,,,,,,,,,,,,,
1697,National League,1990,6,,Saves,50,Cincinnati,,,,,,,,,,,,,,,,,
1698,National League,1990,7,,Saves,50,Montreal,,,,,,,,,,,,,,,,,
1699,National League,1990,8,,Shutouts,14,New York,,,,,,,,,,,,,,,,,
1700,National League,1991,1,,Complete Games,18,Atlanta,,,,,,,,,,,,,,,,,
1701,National League,1991,2,,Complete Games,18,Pittsburgh,,,,,,,,,,,,,,,,,
1702,National League,1991,3,,ERA,3.06,Los Angeles,,,,,,,,,,,,,,,,,
1703,National League,1991,4,,Fewest Hits Allowed,"1,304",Atlanta,,,,,,,,,,,,,,,,,
1704,National League,1991,5,,Fewest Hits Allowed,"1,304",Montreal,,,,,,,,,,,,,,,,,
1705,National League,1991,6,,Fewest Home Runs Allowed,96,Los Angeles,,,,,,,,,,,,,,,,,
1706,National League,1991,7,,Fewest Walks Allowed,401,Pittsburgh,,,,,,,,,,,,,,,,,
1707,National League,1991,8,,Saves,51,Pittsburgh,,,,,,,,,,,,,,,,,
1708,National League,1991,9,,Saves,51,St. Louis,,,,,,,,,,,,,,,,,
1709,National League,1991,10,,Shutouts,14,Los Angeles,,,,,,,,,,,,,,,,,
1710,National League,1991,11,,Shutouts,14,Montreal,,,,,,,,,,,,,,,,,
1711,National League,1992,1,,Complete Games,27,Philadelphia,,,,,,,,,,,,,,,,,
1712,National League,1992,2,,ERA,3.14,Atlanta,,,,,,,,,,,,,,,,,
1713,National League,1992,3,,Fewest Hits Allowed,"1,296",Montreal,,,,,,,,,,,,,,,,,
1714,National League,1992,4,,Fewest Home Runs Allowed,82,Los Angeles,,,,,,,,,,,,,,,,,
1715,National League,1992,5,,Fewest Walks Allowed,400,St. Louis,,,,,,,,,,,,,,,,,
1716,National League,1992,6,,Saves,55,Cincinnati,,,,,,,,,,,,,,,,,
1717,National League,1992,7,,Shutouts,24,Atlanta,,,,,,,,,,,,,,,,,
1718,National League,1993,1,,Complete Games,24,Philadelphia,,,,,,,,,,,,,,,,,
1719,National League,1993,2,,ERA,3.14,Atlanta,,,,,,,,,,,,,,,,,
1720,National League,1993,3,,Fewest Hits Allowed,"1,297",Atlanta,,,,,,,,,,,,,,,,,
1721,National League,1993,4,,Fewest Home Runs Allowed,101,Atlanta,,,,,,,,,,,,,,,,,
1722,National League,1993,5,,Fewest Walks Allowed,383,St. Louis,,,,,,,,,,,,,,,,,
1723,National League,1993,6,,Saves,61,Montreal,,,,,,,,,,,,,,,,,
1724,National League,1993,7,,Shutouts,16,Atlanta,,,,,,,,,,,,,,,,,
1725,National League,1994,1,,Complete Games,16,Atlanta,,,,,,,,,,,,,,,,,
1726,National League,1994,2,,ERA,3.56,Montreal,,,,,,,,,,,,,,,,,
1727,National League,1994,3,,Fewest Hits Allowed,929,Atlanta,,,,,,,,,,,,,,,,,
1728,National League,1994,4,,Fewest Home Runs Allowed,76,Atlanta,,,,,,,,,,,,,,,,,
1729,National League,1994,5,,Fewest Walks Allowed,288,Montreal,,,,,,,,,,,,,,,,,
1730,National League,1994,6,,Saves,46,Montreal,,,,,,,,,,,,,,,,,
1731,National League,1994,7,,Shutouts,8,Atlanta,,,,,,,,,,,,,,,,,
1732,National League,1994,8,,Shutouts,8,Montreal,,,,,,,,,,,,,,,,,
1733,National League,1995,1,,Complete Games,18,Atlanta,,,,,,,,,,,,,,,,,
1734,National League,1995,2,,ERA,3.44,Atlanta,,,,,,,,,,,,,,,,,
1735,National League,1995,3,,Fewest Hits Allowed,"1,184",Atlanta,,,,,,,,,,,,,,,,,
1736,National League,1995,4,,Fewest Home Runs Allowed,107,Atlanta,,,,,,,,,,,,,,,,,
1737,National League,1995,5,,Fewest Walks Allowed,401,New York,,,,,,,,,,,,,,,,,
1738,National League,1995,6,,Saves,45,Chicago,,,,,,,,,,,,,,,,,
1739,National League,1995,7,,Shutouts,12,Chicago,,,,,,,,,,,,,,,,,
1740,National League,1996,1,,Complete Games,14,Atlanta,,,,,,,,,,,,,,,,,
1741,National League,1996,2,,ERA,3.46,Los Angeles,,,,,,,,,,,,,,,,,
1742,National League,1996,3,,Fewest Hits Allowed,"1,353",Montreal,,,,,,,,,,,,,,,,,
1743,National League,1996,4,,Fewest Home Runs Allowed,113,Florida,,,,,,,,,,,,,,,,,
1744,National League,1996,5,,Fewest Walks Allowed,451,Atlanta,,,,,,,,,,,,,,,,,
1745,National League,1996,6,,Saves,52,Cincinnati,,,,,,,,,,,,,,,,,
1746,National League,1996,7,,Shutouts,13,Florida,,,,,,,,,,,,,,,,,
1747,National League,1997,1,,Complete Games,27,Montreal,,,,,,,,,,,,,,,,,
1748,National League,1997,2,,ERA,3.18,Atlanta,,,,,,,,,,,,,,,,,
1749,National League,1997,3,,Fewest Hits Allowed,"1,319",Atlanta,,,,,,,,,,,,,,,,,
1750,National League,1997,4,,Fewest Home Runs Allowed,111,Atlanta,,,,,,,,,,,,,,,,,
1751,National League,1997,5,,Fewest Walks Allowed,450,Atlanta,,,,,,,,,,,,,,,,,
1752,National League,1997,6,,Saves,49,New York,,,,,,,,,,,,,,,,,
1753,National League,1997,7,,Shutouts,17,Atlanta,,,,,,,,,,,,,,,,,
1754,National League,1998,1,,Complete Games,24,Atlanta,,,,,,,,,,,,,,,,,
1755,National League,1998,2,,ERA,3.25,Atlanta,,,,,,,,,,,,,,,,,
1756,National League,1998,3,,Fewest Hits Allowed,"1,291",Atlanta,,,,,,,,,,,,,,,,,
1757,National League,1998,4,,Fewest Home Runs Allowed,117,Atlanta,,,,,,,,,,,,,,,,,
1758,National League,1998,5,,Fewest Walks Allowed,465,Houston,,,,,,,,,,,,,,,,,
1759,National League,1998,6,,Saves,59,San Diego,,,,,,,,,,,,,,,,,
1760,National League,1998,7,,Shutouts,23,Atlanta,,,,,,,,,,,,,,,,,
1761,National League,1999,1,,Complete Games,16,Arizona,,,,,,,,,,,,,,,,,
1762,National League,1999,2,,ERA,3.65,Atlanta,,,,,,,,,,,,,,,,,
1763,National League,1999,3,,Fewest Hits Allowed,"1,309",Cincinnati,,,,,,,,,,,,,,,,,
1764,National League,1999,4,,Fewest Home Runs Allowed,128,Houston,,,,,,,,,,,,,,,,,
1765,National League,1999,5,,Fewest Walks Allowed,478,Houston,,,,,,,,,,,,,,,,,
1766,National League,1999,6,,Saves,55,Cincinnati,,,,,,,,,,,,,,,,,
1767,National League,1999,7,,Shutouts,5,Houston,,,,,,,,,,,,,,,,,
1768,National League,2000,1,,Complete Games,16,Arizona,,,,,,,,,,,,,,,,,
1769,National League,2000,2,,ERA,4.06,Atlanta,,,,,,,,,,,,,,,,,
1770,National League,2000,3,,Fewest Hits Allowed,"1,379",Los Angeles,,,,,,,,,,,,,,,,,
1771,National League,2000,4,,Fewest Home Runs Allowed,151,San Francisco,,,,,,,,,,,,,,,,,
1772,National League,2000,5,,Fewest Walks Allowed,484,Atlanta,,,,,,,,,,,,,,,,,
1773,National League,2000,6,,Saves,53,Atlanta,,,,,,,,,,,,,,,,,
1774,National League,2000,7,,Shutouts,15,San Francisco,,,,,,,,,,,,,,,,,
1775,National League,2001,1,,Complete Games,12,Arizona,,,,,,,,,,,,,,,,,
1776,National League,2001,2,,ERA,3.59,Atlanta,,,,,,,,,,,,,,,,,
1777,National League,2001,3,,Fewest Hits Allowed,"1,352",Arizona,,,,,,,,,,,,,,,,,
1778,National League,2001,4,,Fewest Home Runs Allowed,145,San Francisco,,,,,,,,,,,,,,,,,
1779,National League,2001,5,,Fewest Walks Allowed,438,New York,,,,,,,,,,,,,,,,,
1780,National League,2001,6,,Saves,48,Houston,,,,,,,,,,,,,,,,,
1781,National League,2001,7,,Saves,48,New York,,,,,,,,,,,,,,,,,
1782,National League,2001,8,,Shutouts,14,New York,,,,,,,,,,,,,,,,,
1783,National League,2002,1,3.92,,,Arizona,14,630,,54,"1,361",,170,"1,446.2",64,674,,59,40,10,"1,303",421,98
1784,National League,2002,2,3.13,,,Atlanta,3,511,,42,"1,302",,123,"1,467.1",59,565,,71,57,15,"1,058",554,101
1785,National League,2002,3,4.29,,,Chicago,11,687,,58,"1,373",,167,"1,441.1",95,759,,48,23,9,"1,333",606,67
1786,National League,2002,4,4.27,,,Cincinnati,2,690,,56,"1,502",,173,"1,453.2",84,774,,57,42,8,980,550,78
1787,National League,2002,5,5.20,,,Colorado,1,825,,64,"1,554",,225,"1,426.2",89,898,,59,43,8,920,582,73
1788,National League,2002,6,4.36,,,Florida,11,706,,58,"1,449",,151,"1,456.1",83,763,,55,36,12,"1,104",631,79
1789,National League,2002,7,4.00,,,Houston,2,643,,55,"1,423",,151,"1,445.0",78,695,,58,43,11,"1,219",546,84
1790,National League,2002,8,3.69,,,Los Angeles,4,598,,46,"1,311",,165,"1,457.2",70,643,,71,56,15,"1,132",555,92
1791,National League,2002,9,4.73,,,Milwaukee,7,752,,62,"1,468",,199,"1,432.1",106,821,,42,32,4,"1,026",666,56
1792,National League,2002,10,3.97,,,Montreal,9,641,,46,"1,475",,165,"1,453.0",79,718,,59,39,3,"1,088",508,83
1793,National League,2002,11,3.89,,,New York,9,624,,55,"1,408",,163,"1,442.2",86,703,,51,36,10,"1,107",543,75
1794,National League,2002,12,4.17,,,Philadelphia,5,671,,70,"1,381",,153,"1,449.2",81,724,,71,47,9,"1,075",570,80
1795,National League,2002,13,4.23,,,Pittsburgh,2,664,,55,"1,447",,163,"1,412.2",89,730,,66,47,7,920,572,72
1796,National League,2002,14,4.62,,,San Diego,5,737,,66,"1,522",,177,"1,436.1",96,815,,62,40,10,"1,108",582,66
1797,National League,2002,15,3.54,,,San Francisco,10,566,,36,"1,349",,116,"1,437.1",66,616,,60,43,13,992,523,95
1798,National League,2002,16,3.70,,,St. Louis,4,595,,60,"1,355",,141,"1,446.1",65,648,,63,42,9,"1,009",547,97
1799,National League,2003,1,3.84,,,Arizona,7,621,162,72,,"1,379",150,1455.0,78,685,,,42,11,"1,291",526,84
1800,National League,2003,2,4.10,,,Atlanta,4,663,162,42,,"1,425",147,1456.1,61,740,,,51,7,992,555,101
1801,National League,2003,3,3.83,,,Chicago,13,619,162,71,,"1,304",143,1456.1,74,683,,,36,14,"1,404",617,88
1802,National League,2003,4,5.09,,,Cincinnati,4,818,162,48,,"1,578",209,1446.1,93,886,,,38,5,932,590,69
1803,National League,2003,5,5.20,,,Colorado,3,821,162,84,,"1,629",200,1420.0,88,892,,,34,4,866,552,74
1804,National League,2003,6,4.04,,,Florida,7,648,162,40,,"1,415",128,1445.1,71,692,,,36,11,"1,132",530,91
1805,National League,2003,7,3.86,,,Houston,1,622,162,74,,"1,350",161,1450.0,75,677,,,50,5,"1,139",565,87
1806,National League,2003,8,3.16,,,Los Angeles,3,511,162,40,,"1,254",127,1457.2,77,556,,,58,17,"1,289",526,85
1807,National League,2003,9,5.02,,,Milwaukee,5,810,162,61,,"1,590",219,1452.0,94,873,,,44,3,"1,034",575,68
1808,National League,2003,10,4.01,,,Montreal,15,640,162,71,,"1,467",181,1437.2,79,716,,,42,10,"1,028",463,83
1809,National League,2003,11,4.48,,,New York,3,704,161,45,,"1,497",168,1413.1,95,754,,,38,10,907,576,66
1810,National League,2003,12,4.04,,,Philadelphia,9,648,162,77,,"1,386",142,1443.2,76,697,,,33,13,"1,060",536,86
1811,National League,2003,13,4.64,,,Pittsburgh,7,744,162,61,,"1,527",178,1444.1,87,801,,,44,10,926,502,75
1812,National League,2003,14,4.87,,,San Diego,2,774,162,62,,"1,458",208,1431.1,98,831,,,31,10,"1,091",611,64
1813,National League,2003,15,3.73,,,San Francisco,7,595,161,43,,"1,349",136,1437.1,61,638,,,43,10,"1,006",546,100
1814,National League,2003,16,4.60,,,St. Louis,9,748,162,65,,"1,544",210,1463.2,77,796,,,41,10,969,508,85
1815,National League,2004,1,,Complete Games,11,Montreal,,,,,,,,,,,,,,,,,
1816,National League,2004,2,,ERA,3.74,Atlanta,,,,,,,,,,,,,,,,,
1817,National League,2004,3,,Fewest Hits Allowed,"1,363",Chicago,,,,,,,,,,,,,,,,,
1818,National League,2004,4,,Fewest Home Runs Allowed,149,Pittsburgh,,,,,,,,,,,,,,,,,
1819,National League,2004,5,,Fewest Walks Allowed,422,San Diego,,,,,,,,,,,,,,,,,
1820,National League,2004,6,,Saves,57,St. Louis,,,,,,,,,,,,,,,,,
1821,National League,2004,7,,Shutouts,14,Florida,,,,,,,,,,,,,,,,,
1822,Players League,1890,1,,Complete Games,125,Buffalo,,,,,,,,,,,,,,,,,
1823,Players League,1890,2,,ERA,3.39,Chicago,,,,,,,,,,,,,,,,,
1824,Players League,1890,3,,Fewest Hits Allowed,"1,216",New York,,,,,,,,,,,,,,,,,
1825,Players League,1890,4,,Fewest Home Runs Allowed,26,Brooklyn,,,,,,,,,,,,,,,,,
1826,Players League,1890,5,,Fewest Walks Allowed,334,Pittsburgh,,,,,,,,,,,,,,,,,
1827,Players League,1890,6,,Saves,7,Brooklyn,,,,,,,,,,,,,,,,,
1828,Players League,1890,7,,Shutouts,7,Pittsburgh,,,,,,,,,,,,,,,,,
1829,Union Association,1884,1,,Complete Games,104,St. Louis,,,,,,,,,,,,,,,,,
1830,Union Association,1884,2,,ERA,1.96,St. Louis,,,,,,,,,,,,,,,,,
1831,Union Association,1884,3,,Fewest Hits Allowed,743,Chicago,,,,,,,,,,,,,,,,,
1832,Union Association,1884,4,,Fewest Hits Allowed,743,Pittsburgh,,,,,,,,,,,,,,,,,
1833,Union Association,1884,5,,Fewest Home Runs Allowed,9,St. Louis,,,,,,,,,,,,,,,,,
1834,Union Association,1884,6,,Fewest Walks Allowed,90,Cincinnati,,,,,,,,,,,,,,,,,
1835,Union Association,1884,7,,Saves,6,St. Louis,,,,,,,,,,,,,,,,,
1836,Union Association,1884,8,,Shutouts,11,Cincinnati,,,,,,,,,,,,,,,,,
1837,Union Association,1884,9,,Strikeouts,753,Boston,,,,,,,,,,,,,,,,,
